Date,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
30/01/2024,10770,11210,10040,10840,10050,9980,10670,10470,10180,9860,9810,11490,9750,10800,10840,11780,10270,10860,10740,13480,12720,10250,11400,14120,12600,11200,9650,9500,10570,9900,11430,10310,10030,10730
31/01/2024,10790,11440,10030,10840,9900,10160,10300,10430,10140,9840,9780,11460,9680,10800,11150,11780,10140,10810,10870,13710,12800,10250,11280,14190,12600,11180,9650,9460,10890,9880,11360,10380,9650,10610
01/02/2024,10650,11480,10090,11000,9950,10160,10220,10430,10180,9860,9770,11480,9800,10800,10850,11780,10120,10720,10730,13530,12900,10220,11380,14190,12600,11180,9650,9440,10650,10070,11540,10350,9580,10640
02/02/2024,10600,11070,10090,10880,9610,10320,10330,10430,10150,9830,9730,11460,9770,10800,10970,11780,10120,10710,10740,13590,12510,10270,11140,13940,12600,11120,9650,9490,10580,9830,11540,10550,9600,10670
03/02/2024,10630,11150,9880,10960,9580,10190,10330,10430,10210,9980,9740,11460,9790,10740,10830,11780,10120,10500,10760,13480,12450,9970,11180,13940,12600,11160,9600,9490,10620,9940,11670,10370,9640,10680
04/02/2024,10550,11240,10070,10960,9480,10160,10260,10430,10250,9780,9730,11480,9750,10740,10830,11780,10120,10880,10700,13590,12450,10020,11170,13690,12540,11050,9600,9510,10940,9970,11390,10220,9640,10720
05/02/2024,10570,11430,10450,10990,9480,10320,10260,10570,10100,9840,9760,11320,9690,10740,10790,11780,10120,10650,10880,12640,12340,9660,11080,13420,12600,11040,9500,9510,10390,9790,11540,10300,9740,10750
06/02/2024,10630,11480,9870,10920,9670,10160,10310,10430,10240,9790,9750,11540,9780,10670,10650,11490,10120,11050,10820,12460,12600,9660,11210,13690,12600,11120,9380,9690,10710,9830,11590,10090,9660,10690
07/02/2024,10670,11500,10240,11190,9490,10160,10280,10490,10220,9760,9710,11550,9680,10740,10680,11720,10430,10730,10750,12610,12600,9590,11290,13940,12600,11200,9450,9490,10520,9820,11430,10310,9660,10720
08/02/2024,10620,11560,10200,10950,9530,10160,10250,10490,10190,9750,9770,11540,9760,10630,10740,11720,10120,10800,10860,12570,12600,9660,11210,14190,12540,11200,9450,9530,10690,9910,11430,10300,9640,10720
09/02/2024,10620,11040,10010,10820,9660,10360,10210,10020,10120,9670,9870,11760,10200,10740,10850,11780,10120,10910,11010,12410,12090,9580,10740,14190,12540,11300,9680,9480,10690,9950,11410,10100,9250,10450
10/02/2024,10750,11480,10150,10990,9620,10520,10250,10170,10150,9680,9850,11200,9770,10500,10990,11720,10510,11340,10700,12010,13050,9660,11110,13940,12600,11100,9380,9470,10580,10080,11470,9970,9570,10960
11/02/2024,10600,11470,9940,10900,9550,10190,10220,10490,10170,9670,9810,11590,9800,10740,10870,11780,10100,11020,10810,12840,12650,9630,11270,14470,12600,11150,9680,9530,10610,9940,11330,10090,9660,10640
12/02/2024,10620,11540,9840,10930,9480,10160,10190,10490,10100,9760,9760,11540,9810,10740,10520,11780,10040,10780,10780,12610,12650,9620,11100,14190,12600,11120,9450,9560,11230,9900,11320,10400,9700,10640
13/02/2024,10660,11500,10130,10930,9480,10320,10190,10490,10100,9830,9780,11520,9820,10740,10520,11780,10120,10770,10790,12410,13130,9470,11310,14190,12630,10950,9530,9530,11210,10130,11320,10390,9700,10750
14/02/2024,10950,11470,10420,10930,9670,10160,10150,10490,10100,9800,9830,11010,9820,10740,10490,11320,10120,11620,10690,12790,13030,9350,11180,14350,12590,11800,9370,9500,11300,9740,11440,10350,9700,11150
15/02/2024,10650,11500,10130,10970,9480,10160,10190,10490,10150,9800,9730,11480,9750,10740,10520,11780,10120,10790,10790,12410,13140,9430,11010,13920,12490,11170,9530,9450,11210,9760,11430,10340,9700,10660
16/02/2024,10690,11500,10220,10930,9750,10320,10190,10490,10190,9730,9700,11480,9750,10740,10850,11720,10120,10770,10780,12710,12970,9500,11180,14190,12540,11070,9310,9380,11220,9630,11370,10470,9700,10720
17/02/2024,10680,11540,9920,10930,9690,10320,10150,10380,10130,9860,9850,11530,9780,10740,10520,11780,10120,10920,10770,12500,12980,9470,11220,14190,12600,11160,9530,9530,11210,10170,11270,10480,9800,10880
18/02/2024,10670,11580,9760,10930,9620,10140,10090,10380,10160,9890,9850,11530,9780,10740,10520,11780,10120,11080,10780,12460,12980,9470,11240,14190,12590,11180,9530,9390,11230,10120,11320,10410,9710,10940
19/02/2024,10610,11540,10230,10850,9480,10320,10170,10380,10160,9770,9910,11450,9720,10770,10520,11720,10120,11000,10840,12450,12840,9470,11270,13920,12640,11210,9530,9430,11210,10060,11370,10160,9660,10720
20/02/2024,10660,11540,10060,10930,9480,10320,10150,10380,10140,9900,9840,11530,9790,10770,10550,11780,10120,11020,10830,12460,12860,9470,11140,14460,12590,11160,9610,9430,11210,10010,11320,10320,9710,10630
21/02/2024,10620,11540,10140,10930,9620,10160,10100,10380,10140,9970,9850,11530,9760,10770,10550,11780,10040,10890,10770,12460,12980,9470,11230,14190,12640,11070,9610,9370,11210,10080,11260,10140,9690,10710
22/02/2024,10690,10980,10200,11000,9620,10320,10200,10380,10130,9840,9800,11480,9730,10770,10550,11780,10120,11020,10780,12460,12980,9560,11120,16430,12590,11300,9610,9360,11300,10140,11370,10180,9700,10760
23/02/2024,10720,11500,9910,10930,9610,10320,10150,10380,10190,9860,9730,11830,9860,10770,10520,11780,10120,11020,10860,12450,12980,9330,11260,13920,12600,11310,9610,9380,11210,10010,11340,10150,9700,10750
24/02/2024,10710,11770,10200,10930,9670,10320,10170,10380,10190,9920,9780,11380,9800,10770,10400,11490,10120,11190,10780,12460,12980,9470,11320,13420,12590,10950,9610,9370,11330,10060,11340,10190,9700,10710
25/02/2024,10720,11540,10150,10930,9480,10320,10170,10380,10240,10000,9800,11530,9730,10600,11670,11720,10130,11150,10790,12450,12980,9550,11350,13690,12590,11110,9550,9570,11210,10070,11240,10170,9700,10770
26/02/2024,10710,11630,10030,10930,9620,10320,10240,10380,10170,9920,9800,11530,9800,10600,10490,11780,10130,11300,10780,12500,12980,9550,11310,14550,12640,11220,9610,9500,11210,10160,11310,10300,9740,10700
27/02/2024,10760,11470,10140,10930,9620,10320,10230,10380,10160,9900,9850,11530,9810,10600,11620,11720,10120,11020,10810,12560,12860,9630,11330,13940,12640,11260,9610,9430,11210,10030,11340,10100,9700,10690
28/02/2024,10720,11380,10230,10920,9480,10320,10370,10380,10180,9810,9790,11500,10360,10650,10580,11780,10120,10930,10740,12680,12980,9630,11310,14170,12640,11330,9610,9300,11480,10040,11210,10240,9600,10790
29/02/2024,10680,11430,10380,10970,9480,10320,10500,10380,10160,9920,9800,11380,9690,10600,10960,11490,10210,10940,10770,12610,12980,9600,11390,14170,12640,11120,9610,9460,11480,10010,11230,10100,9650,10900
01/03/2024,10990,11320,10140,10890,9410,10190,10320,10380,10150,9990,9800,11560,9690,10600,10550,11320,10230,10410,10860,12560,12980,9630,11200,13960,12560,11110,9610,9430,11230,10030,11230,10020,9540,10890
02/03/2024,10810,11390,9880,10920,9620,10320,10310,10380,10160,9890,9780,11430,9630,10660,10910,11320,10210,10820,10880,12520,13690,9630,11280,14170,12490,10990,9610,9430,11210,9920,11230,10110,9560,10760
03/03/2024,10750,11430,10060,10970,9320,10320,10310,10290,10280,9850,9770,11610,9620,10660,10550,11320,10210,10820,10940,12760,12980,9630,11180,14690,12410,11120,9610,9420,11210,9910,11180,10140,9450,10630
04/03/2024,10820,11430,10480,11010,9460,10320,10400,10380,10180,9740,9760,11590,9690,10660,10610,11490,10140,10790,10920,12640,12860,9550,11560,14470,12560,11120,9550,9350,10620,9920,11280,10140,9500,10740
05/03/2024,10850,11390,10250,10980,9390,10320,10310,10290,10250,9780,9830,11590,9770,10660,10550,11490,10230,11000,10890,12810,12860,9550,11290,13730,12560,11170,9610,9360,10500,9780,11290,10120,9520,10840
06/03/2024,10760,11490,10450,11010,9320,10160,10350,10290,10200,9740,9820,11460,9730,10780,10540,11490,10130,10870,10940,12680,12850,9550,11540,13880,12560,11120,9610,9370,10500,9770,11230,10230,9490,10870
07/03/2024,10810,11490,10290,11010,9550,10320,10350,10380,10310,9710,9790,11610,9620,10780,10600,11490,10130,10670,10940,12700,12970,9520,11250,13880,12560,11120,9740,9370,10400,9900,11180,10340,9470,10740
08/03/2024,10940,11670,10260,10980,9390,10320,10310,10290,10440,9700,9760,11620,9500,10780,10560,11490,10210,10670,11000,12810,12970,9550,11100,13730,12560,11260,9550,9240,10510,9950,11280,10200,9520,11010
09/03/2024,10810,11670,10070,11020,9460,10320,10370,10380,10270,9840,9770,11610,9570,10830,10720,11320,10210,10450,11050,12610,13010,9520,11260,13730,12560,11250,9670,9460,10530,9970,11280,10270,9470,10910
10/03/2024,10840,12270,10190,10980,9390,10320,10330,10290,10300,9620,9800,11650,9580,10830,10600,11490,10230,11200,10990,12810,12970,9550,11320,14190,12560,11250,9620,9440,10470,10060,11250,10380,9520,10830
11/03/2024,10940,,10280,10980,9390,10320,10580,10210,10300,9760,9790,11650,9630,10830,10790,11490,10210,10900,11030,12530,12970,9550,11110,14540,12560,11400,9620,9360,10480,9950,11220,10430,9520,10810
12/03/2024,10800,11840,10340,10980,9390,10320,10470,10210,10320,9740,9850,11670,9630,10890,10600,11490,10140,10560,11000,13350,12970,9590,11160,14540,12560,11300,9670,9430,10580,10000,11280,10270,9540,10550
13/03/2024,10830,11820,10250,10980,9550,10320,10470,10210,10320,9750,9730,11670,9610,10830,10640,11490,10230,10730,11070,12810,12970,9590,11160,14000,12560,11250,9670,9320,10820,10040,11290,10300,9520,10800
14/03/2024,10790,11800,10280,10980,9390,10320,10470,10290,10490,9700,9770,11650,9600,10830,10720,11490,10340,10730,11060,12640,12970,9590,11240,14000,12560,11610,9670,9340,10540,9970,11280,10290,9520,10840
15/03/2024,10990,11760,10210,10980,9160,10320,10530,10370,10270,9720,9850,11670,9670,10960,10560,11490,10340,10800,11060,12640,13070,9590,11120,14790,12560,11290,9670,9520,10540,10080,11280,10400,9500,10800
16/03/2024,11090,11760,10170,11250,9550,10470,10430,10340,10280,9670,9790,11670,9650,10960,10760,11490,10380,10730,11000,12640,13070,9510,11200,14620,12680,11370,9670,9310,10540,10210,11290,10520,9500,10870
17/03/2024,11040,12020,10080,10980,9550,10320,10490,10340,10290,9720,9820,11660,9610,10830,10600,11320,10340,11020,11000,12640,13070,9590,10960,14000,12640,11280,9670,9350,10970,10070,11260,10430,9480,10930
18/03/2024,11040,12020,10330,11020,9550,10160,10490,10340,10250,9740,10050,11670,9610,10830,10530,11490,10340,10670,11070,12550,13070,9620,11040,14690,12660,11340,9670,9330,10540,9880,11280,10300,9570,10820
19/03/2024,11010,12110,10330,10980,9550,10320,10490,10480,10240,9700,9790,11670,9630,10830,10470,11490,10340,10670,11340,12860,13070,9590,10960,14000,12640,11310,9770,9390,10590,9900,11220,10310,9500,10930
20/03/2024,11250,11710,10330,10980,9700,10320,11300,10340,10220,9680,9850,11670,9650,10830,10660,11490,10380,10730,11060,12610,13320,9590,11190,13670,12640,11300,9620,9390,10540,9800,11270,10410,9500,10850
21/03/2024,10970,11620,10330,10980,9620,10320,10450,10270,10220,9720,9810,11670,9630,10830,10600,11490,10770,10790,11000,12810,13070,9590,11050,13670,12510,11050,9670,9330,10410,9680,11290,10250,9540,10680
22/03/2024,11100,11720,10330,10980,9480,10390,10380,10270,10220,9670,9780,11670,9590,10800,10570,11490,10340,10790,10940,12640,13070,9560,11000,13670,12640,11450,9790,9300,10600,9740,11580,10200,9560,10760
23/03/2024,10950,11540,10800,10950,9320,10390,10380,10430,10220,9860,9760,11650,9640,10800,10570,11490,10340,11230,10960,12610,13070,9590,11130,14620,12680,11020,9790,9260,10550,9610,11280,10230,9560,10640
24/03/2024,10950,11540,10160,10900,9540,10320,10430,10270,10200,9770,9790,11670,9660,10800,10570,11490,10340,10790,10940,12610,13280,9590,11090,13390,12550,11020,9620,9360,10610,9700,11230,10180,9560,10660
25/03/2024,11020,11620,10430,10980,9610,10390,10420,10270,10190,9790,9800,11590,9620,10770,10850,11490,10340,10640,10800,12610,12960,9590,11140,14150,12490,11110,9670,9310,10600,9790,11230,10090,9520,10860
26/03/2024,10950,11500,10360,11060,9610,10320,10420,10270,10190,9700,9840,11590,9660,10770,10570,11490,10340,10810,10920,12610,12960,9690,11150,14020,12550,11030,9670,9310,10600,9640,11340,10300,9580,10720
27/03/2024,11130,11550,10620,10980,9990,10160,10500,10270,10210,9710,9760,11610,9660,10730,10660,11490,10340,10810,11010,12630,12960,9590,10960,12920,12550,11100,9670,9380,10760,9620,11340,10310,9560,10770
28/03/2024,10950,11770,10480,11020,9760,10320,10450,10190,10140,9810,9750,11590,9660,10730,10810,11490,10340,10770,11000,12440,12950,9590,11100,13840,12640,11030,9670,9290,10670,9700,11340,10330,9540,10670
29/03/2024,10990,11590,10070,10900,9690,10320,10420,10190,10180,9750,9840,11590,9600,10730,10590,11320,10430,11010,11060,12480,12880,9640,11070,15200,12550,11110,9620,9290,10510,9680,11490,10210,9560,10670
30/03/2024,10950,11590,10190,10940,9610,10160,10490,10190,10230,9860,9790,11980,9660,10730,10690,11490,10380,10290,10930,12590,13200,9730,11110,14000,12550,11090,9670,9290,10600,9790,11430,10110,9540,10700
31/03/2024,11030,11590,10170,10930,9610,10160,10400,10190,10110,9680,9680,11610,9720,10730,10560,11490,10340,11010,10940,12380,12880,9590,10900,12850,12550,11190,9620,9430,10600,9700,11440,10340,9560,10770
01/04/2024,10880,11630,10400,11020,9690,10320,10430,10350,10200,9880,9800,11590,9710,10730,11000,11490,10340,10830,10920,12480,13000,9590,11080,13810,12550,11070,9620,9270,10620,9720,11360,10220,9520,10910
02/04/2024,10920,11660,10130,11020,9690,10160,10290,10350,10170,9860,9780,11580,9610,10710,10600,11490,10340,10590,10930,12540,12570,9560,10930,14000,12550,11130,9620,9230,10880,9700,11360,10220,9450,10710
03/04/2024,10910,11390,10230,11020,9690,10160,10310,10350,10520,9710,9760,11690,9650,10730,10470,11790,10340,10460,10950,12590,12980,9500,10880,14390,13380,11010,9730,9340,10890,9700,11760,10320,9520,10730
04/04/2024,11030,11320,10360,11020,9690,10320,10310,10390,10190,9810,9750,11610,9650,10730,10840,11790,10380,10770,11020,12590,12860,9460,11040,13490,12550,11020,9670,9360,10620,9700,11270,10250,9490,10710
05/04/2024,10890,11440,10200,11020,9690,10000,10280,10390,10230,9710,9790,11580,9600,10730,10820,11740,10340,10620,10910,12480,13080,9500,11130,13640,12490,10940,9620,9360,10660,9510,11360,10320,9560,10710
06/04/2024,10770,11410,10230,11020,9690,10320,10390,10390,10240,9900,9850,11610,9540,10730,11210,11790,10340,10960,11100,12480,12850,9460,11050,14530,12550,11070,9620,9360,10620,9560,11360,10430,9520,10850
07/04/2024,10740,11330,10270,11020,9690,10680,10900,10390,10330,9810,9800,11620,9590,10730,10710,11660,10350,11040,10960,13030,13010,9420,11100,14020,12550,11200,9620,9360,10560,9680,11360,10250,9560,10730
08/04/2024,10770,11400,10250,11020,9690,10680,10320,10390,10300,9670,9870,11630,9550,10790,10710,11860,10340,10800,10970,12380,13290,9590,11110,14020,12550,11180,9670,9610,10490,9680,11370,10290,9610,10750
09/04/2024,10690,11330,10460,11020,9690,10320,10330,10390,10270,9710,9830,11590,9600,10790,10740,11890,10340,10400,11020,12570,13010,9640,10840,14620,12490,11150,9670,9340,10600,9650,11360,10150,9650,10810
10/04/2024,,11330,,,,,10370,,,11220,8990,11500,9000,,,,,,,13000,,,10000,,12490,11070,,10630,10230,9000,10970,10270,,11470
11/04/2024,,11250,,,,,10280,,10420,12000,9000,11500,,,,,,,,13000,,,10000,,12000,12000,,10630,10410,9000,10950,11510,,11470
12/04/2024,10530,11110,10100,11020,9690,10160,10280,10310,10240,9840,9820,11470,9520,10730,10790,11820,10140,10770,11020,12590,13330,9710,11020,14210,12550,11220,9850,9290,10420,9370,11380,10090,9610,10750
13/04/2024,10690,11110,10340,11060,9690,10190,10370,10310,10210,9790,9810,11490,9640,10730,10670,11860,10340,10880,10970,12380,13020,9470,10980,14210,12550,11100,9850,9350,10630,9640,11330,10110,10120,10730
14/04/2024,10690,11110,10270,10940,9690,10320,10310,10310,10190,9750,9940,11520,9710,10730,10670,11860,10380,11040,11040,12380,13010,9560,11020,14110,12550,11040,9560,9350,10460,9780,11280,10170,9610,10820
15/04/2024,10700,11110,10300,11020,9690,10160,10370,10630,10190,9770,9840,11660,9680,10730,10670,11860,10340,10560,11030,12440,13330,9590,10930,14020,12550,11030,9560,9400,10590,9640,11380,10170,9600,10720
16/04/2024,10770,11450,10330,11020,9690,10160,10370,10310,10320,9750,9790,11520,9620,11050,10640,11890,10340,10550,10950,12480,13480,9590,11020,14210,12550,10990,9670,9410,10620,9540,11330,10130,9610,10770
17/04/2024,10920,11020,10480,11020,9340,10160,10370,10310,10300,9750,9800,11680,9680,10770,10690,11890,10340,10350,10900,12700,13010,9590,11100,13590,12550,10990,9670,9400,10620,9540,11330,10020,9610,10710
18/04/2024,10740,11020,10440,11020,9340,10160,10330,10310,10350,9700,9770,11640,9640,10770,10690,11980,10340,10350,10950,12630,12880,9620,10970,14210,12490,10990,9670,9380,10620,9600,11330,10220,9570,10740
19/04/2024,10770,11110,10360,11020,9340,10320,10370,10310,10420,9690,9930,11740,9680,10770,10650,11980,10240,10550,10950,12530,13260,9870,10880,13390,12490,11180,9670,9340,10600,9490,11330,10240,9520,10760
20/04/2024,10730,11120,10090,11020,9340,10160,10380,10310,10230,9730,9740,11650,9600,10770,10590,11980,10340,10480,10930,12440,13290,9730,10930,14020,12550,10990,10340,9350,10600,9640,11340,10090,9540,10760
21/04/2024,10710,11030,10270,11020,9340,10160,10350,10310,10280,9640,9820,11740,9660,10770,10720,11970,10340,10770,10930,12480,13260,9770,10810,14020,12550,10990,9560,9330,10620,9640,11280,10130,9560,10750
22/04/2024,10930,11180,10480,11020,9340,10320,10280,10310,10250,9630,9700,11470,9640,10690,10720,11980,10340,10770,10960,12380,12890,9790,10880,13390,12640,10990,9540,9330,10620,9500,11380,10190,9570,10740
23/04/2024,10840,11170,10230,11020,9200,10320,10330,10310,10320,9660,9720,11640,9630,10690,10550,11980,10520,10350,10870,12440,12880,9770,10730,14210,12550,11050,9540,9360,10560,9510,11280,10090,9540,10720
24/04/2024,10910,11110,10390,11060,9200,10390,10290,10310,10280,9600,9840,11640,9620,10690,10500,11980,10470,10550,10970,12480,12890,9790,10970,14020,12550,11080,9540,9360,10620,9480,11330,10240,9540,10780
25/04/2024,10880,11110,10520,11020,9200,10320,10320,10310,10290,9620,9950,11640,9660,10620,10580,11980,10520,10550,10910,12380,12880,9770,10920,14020,12550,11010,9480,9340,10620,9580,11330,10120,9480,10830
26/04/2024,10870,11070,10230,11020,9260,10320,10300,10310,10320,9610,9800,11640,9640,10620,10650,12240,10570,10280,10910,12480,13010,9790,10880,14210,12550,10870,9540,9390,10620,9580,11420,9980,9420,10730
27/04/2024,10840,11070,10180,11020,9260,10320,10290,10190,10330,9620,9800,11600,9710,10650,10400,12240,10520,10880,10920,12660,13010,9790,11150,14020,12490,10920,9540,9440,10560,9490,11330,10230,9450,10670
28/04/2024,10920,11070,10280,11020,9270,10320,10330,10310,10340,9590,9770,11740,9640,10620,10610,12940,10610,10480,10910,12380,13150,9790,10920,13390,12490,10950,9540,9460,10590,9520,11330,10100,9470,10650
29/04/2024,10870,11070,10250,10980,9270,10320,10310,10310,10300,9640,9760,11620,9490,10620,10400,12320,10520,10550,10940,12440,13150,9790,10880,14000,12550,10950,9540,9310,10660,9470,11380,10130,9450,10730
30/04/2024,10840,11180,10390,10980,9130,10320,10350,10310,10320,9700,9760,11660,9630,10620,10500,12240,10570,10650,10980,12490,12900,9750,10970,14210,12640,11010,9540,9330,10620,9930,11340,9930,9430,10720
01/05/2024,10880,11180,10270,10980,9000,10190,10940,10310,10450,9650,9740,11480,9690,10640,10720,12000,10520,10910,10990,12380,13010,9790,10920,13810,12550,10880,9540,9300,10620,9420,11330,10150,9400,10790
02/05/2024,10940,11110,10170,10900,9130,10320,10310,10310,10150,9620,9690,11480,9540,10580,10550,12240,10570,10550,10930,12380,12890,9630,11020,14210,12490,11010,9620,9330,10620,9670,11380,10080,9450,10870
03/05/2024,10870,11100,10350,11020,9000,10320,10300,10310,10350,9600,9740,11620,9660,10580,10480,12240,10640,10550,10920,12380,12710,9710,10870,13640,12550,11030,9540,9670,10620,9670,11380,10090,9400,10890
04/05/2024,10880,11190,10280,10940,8920,10320,10290,10310,10210,9570,9870,11640,9640,10580,10380,12320,10520,10770,11030,12550,12950,9710,10790,15150,12550,10960,9540,9300,10620,9570,11340,10260,9400,10910
05/05/2024,10950,11100,10370,10980,8920,10320,10280,10310,10200,9610,9610,11500,9640,10580,10500,12000,10520,10770,10870,12310,13080,9770,10870,14000,12550,11030,9700,9300,10530,9790,11380,10140,9400,10850
06/05/2024,10910,11100,10440,11050,8920,10320,10280,10270,10240,9640,9680,11640,9660,10580,10470,12000,10570,10550,10890,12570,12850,9600,10760,14000,12550,11080,9540,9330,10530,9810,11380,10200,9400,10790
07/05/2024,11020,11110,10420,10980,9060,10320,10270,10310,10260,9650,9700,11640,9600,10580,10380,12000,10520,10320,10920,12400,12850,9710,10710,13220,12550,10950,9540,9330,10620,9780,11330,10220,9360,11000
08/05/2024,10950,11190,10500,10980,8770,10320,10240,10310,10200,9590,9790,11640,9660,10580,10130,12000,10520,10680,10930,12530,12810,9630,10980,12940,12550,10950,9560,9360,10660,9840,11350,10080,9330,10980
09/05/2024,10980,11020,10370,10980,8990,10190,10320,10310,10200,9610,9800,11640,9630,10580,10280,12000,10640,10280,10920,12440,12950,9670,10980,13210,12550,11010,9340,9360,10550,9810,11440,10130,9330,10850
10/05/2024,11020,11020,10170,10980,8770,10320,10270,10310,10200,9630,9760,11640,9600,10580,10170,12000,10520,10550,10930,12440,12720,9630,10870,12920,12490,10870,9420,9330,10530,9680,11440,10050,9360,10780
11/05/2024,11020,11020,10370,10980,9060,10190,10290,10310,10180,9690,9660,11640,9600,10580,10160,12000,10520,10770,10920,12380,12950,9600,10870,13210,12490,10930,9420,9360,10660,9800,11340,9940,9360,10730
12/05/2024,10980,11140,10250,10980,9060,10320,10250,10310,10280,9580,9780,11480,9630,10580,10020,12000,10520,10480,10950,12550,12570,9710,10810,12900,12490,10930,9420,9330,10620,9810,11340,10300,9330,10790
13/05/2024,11020,10980,10290,10980,9060,10320,10330,10310,10240,9470,9720,11640,9600,10580,10290,12000,10520,10770,10950,12310,12720,9600,11020,13470,12640,10920,9420,9350,10660,9800,11450,10230,9340,10790
14/05/2024,10950,10980,10390,10980,9190,10320,10330,10310,10360,9490,9650,11680,9680,10580,10240,11740,10520,10770,10890,12420,12620,9630,10930,12840,12640,10850,9480,9330,10620,9870,11380,10120,9360,10720
15/05/2024,10950,11020,10310,10980,9060,10320,10380,10310,10270,9500,9680,11700,9680,10620,10220,11570,10520,10550,10840,12520,13100,9630,10830,12590,12490,10850,9420,9330,10620,9750,11380,9960,9340,10820
16/05/2024,10950,11020,10310,10980,8920,10160,10310,10310,10250,9580,9590,11700,9570,10620,10270,11370,10520,10680,10890,12380,12570,9630,11020,12940,12550,10790,9420,9310,10620,9860,11380,10260,9360,10760
17/05/2024,10840,10900,10310,10980,8920,10160,10280,10310,10230,9530,9610,11700,9630,10620,10220,11570,10520,10770,10870,12380,12720,9690,10830,12730,12550,10870,9420,9310,10620,9790,11380,10030,9360,10750
18/05/2024,10880,10900,10370,10980,9000,10160,10260,10310,10260,9530,9670,11660,9570,10800,10070,11220,10690,10480,10920,12310,12720,9570,10920,13000,12550,11030,9420,9310,10560,9740,11330,10040,9330,10740
19/05/2024,10830,10940,10180,10980,8920,10470,10220,10310,10260,9580,9670,11540,9610,10590,10480,11290,10520,10410,10870,12380,12800,9660,10920,12920,12550,10930,9420,9330,10620,9640,11340,10040,9330,10720
20/05/2024,10800,10980,10170,10980,8920,10160,10200,10310,10240,9510,9580,11540,9860,10690,10220,11370,10520,10430,10920,12420,12810,9710,11000,12730,12550,10800,9420,9290,10660,9690,11320,9980,9360,10750
21/05/2024,10870,10940,10250,10980,8920,10160,10220,10310,10220,9480,9500,11510,9730,10580,10240,11370,10520,10220,10870,12380,12750,9710,10920,12940,12550,10870,9420,9310,10620,9790,11280,10220,9310,10750
22/05/2024,10800,11020,10390,10980,8920,10160,10200,10310,10190,9470,9550,11720,9610,10650,10220,11570,10570,10030,10890,12560,12850,9770,10820,12940,12550,10870,9420,9310,10620,9700,11320,10040,9310,10740
23/05/2024,10840,10940,10200,10980,8920,10190,10130,10310,10190,9490,9560,11510,9570,10650,10070,11570,10570,10430,10920,12590,12960,9710,10810,12220,12640,10810,9400,9310,10590,9840,11230,10180,9380,10740
24/05/2024,10840,10890,10370,10980,8920,10160,10130,10310,10230,9460,9650,11720,9610,10650,10070,11570,10520,10490,10940,12310,12750,9710,10810,12730,12550,10730,9420,9330,10590,9640,11320,10020,9350,10790
25/05/2024,10840,10930,10340,10830,8920,10000,10190,10310,10220,9450,9500,11510,9570,10650,10220,11470,10520,10490,10890,12420,12590,9710,10600,12730,12640,10790,9560,9300,10710,9610,11320,10140,9310,10680
26/05/2024,10770,10930,10180,10830,8920,10000,10160,10310,10150,9450,9590,11700,9630,10650,10220,11290,10520,10400,10870,12380,12750,9690,10920,12730,12550,10810,9420,9650,10650,9550,11280,10200,9310,10700
27/05/2024,10880,11050,10230,10790,8920,10000,10160,10310,10220,9450,9550,11700,9470,10640,10220,11570,10520,10620,10880,12440,12950,9710,10990,12730,12550,10700,9480,9460,10710,9640,11260,10210,9240,10690
28/05/2024,10810,10970,10120,10830,8920,10000,10140,10310,10250,9440,9550,11700,9550,10640,10460,11570,10520,10770,10870,12310,12750,9750,10810,12940,12550,10800,9420,9310,10550,9640,11320,10070,9330,10740
29/05/2024,10840,10890,10290,11030,8990,10000,10190,10310,10180,9410,9570,11540,9470,10640,10220,11570,10570,10770,10840,12630,12830,9870,10850,12900,12550,10810,9480,9290,10710,9620,11320,10200,9360,10690
30/05/2024,10840,10520,10230,10900,8920,10000,10290,10310,10170,9440,9550,11700,9500,10640,10240,11470,10520,10770,10810,12440,12750,9710,10890,13390,12550,10870,9420,9290,10620,9570,11320,10020,9270,10630
31/05/2024,10870,10760,10230,10830,8920,10000,10290,10310,10190,9430,9440,11720,9510,10620,10240,11570,10520,10770,10810,12490,12750,9710,10790,12900,12490,10920,9420,9290,10610,9640,11320,10160,9270,10740
01/06/2024,10810,10760,10310,10830,9000,10000,10250,10310,10130,9400,9550,11720,9500,10640,10220,11570,10520,11040,10800,12490,12950,9710,10850,12940,12430,10870,9420,9280,10620,9380,11340,10020,9220,10620
02/06/2024,10680,10720,10180,10870,8920,10000,10320,10560,10110,9370,9620,11720,9500,10640,10080,11570,10470,10440,10850,12370,12830,9630,10790,13280,12430,10870,9420,9280,10530,9610,11340,10070,9220,10740
03/06/2024,10770,10810,10250,10870,8920,10000,10220,10310,10130,9460,9620,11720,9420,10640,10150,11470,10520,10680,10870,12570,12750,9630,10800,13160,12430,10870,9480,9340,10590,9680,11340,10000,9230,10770
