Date,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (Curah),Price Crude Oil,Change % Crude Oil,Price Natural Gas,Change % Natural Gas,Price Newcastle Coal,Change % Newcastle Coal,Price Palm Oil,Change % Palm Oil,Price US Sugar,Change % US Sugar,Price US Wheat,Change % US Wheat
07/04/2023,31410,30040,11500,12620,25420,,28980,154000,14610,13680,18450,24600,11400,,,,,,,"4,220.00",0.69%,,,675.5,0.00%
08/04/2023,31440,29860,11510,12620,25300,,28970,153800,14590,13710,18590,24530,11430,,,,,,,,,,,,
09/04/2023,30990,29810,11510,12620,25420,,28870,153800,14590,13670,18590,24480,11430,,,,,,,,,,,,
10/04/2023,31430,29570,11510,12630,25570,,28860,153480,14660,13680,18530,24460,11390,79.77,-1.13%,2.361,5.50%,193.75,0.00%,"4,327.00",2.54%,23.56,-0.21%,678.5,0.44%
11/04/2023,31390,29820,11480,12590,25560,,28510,154000,14610,13650,18430,24320,11390,81.49,2.16%,2.351,-0.42%,194.15,0.21%,"4,280.00",-1.09%,24.37,3.44%,674,-0.66%
12/04/2023,31430,29520,11480,12580,26700,,28360,154530,14610,13650,18550,24280,11340,83.09,1.96%,2.267,-3.57%,194.6,0.23%,"4,170.00",-2.57%,24.05,-1.31%,679.5,0.82%
13/04/2023,31410,29630,11500,12610,25200,,28760,153800,14630,13620,18610,24310,11370,82.04,-1.26%,2.197,-3.09%,190.75,-1.98%,"4,100.00",-1.68%,24.04,-0.04%,667,-1.84%
14/04/2023,31410,29400,11470,12610,25070,,28930,153800,14630,13660,18610,24220,11370,82.43,0.48%,2.305,4.92%,188,-1.44%,"4,100.00",0.00%,24.1,0.25%,682.5,2.32%
15/04/2023,31580,29310,11500,12610,25310,,28970,154300,14630,13610,18570,24240,11410,,,,,,,,,,,,
16/04/2023,30270,28570,11500,12620,24890,,28930,154300,14630,13610,18540,24320,11460,,,,,,,,,,,,
17/04/2023,30590,29260,11520,12660,26040,,29010,155300,14630,13660,18570,24270,11370,80.83,-1.94%,2.444,6.03%,187,-0.53%,"4,014.00",-2.10%,24.44,1.41%,696.5,2.05%
18/04/2023,30990,29370,11520,12660,27140,,29640,155620,14640,13700,18570,24460,11420,80.9,0.09%,2.517,2.99%,188.3,0.70%,"4,140.00",3.14%,24.54,0.41%,698,0.22%
19/04/2023,31540,29500,11500,12620,28680,,30040,160900,14690,13700,18570,24440,11420,79.24,-2.05%,2.395,-4.85%,192.5,2.23%,"4,097.00",-1.04%,24.37,-0.69%,681.75,-2.33%
20/04/2023,32020,29520,11520,12660,31140,,31660,173980,14690,13720,18470,24610,11460,77.37,-2.36%,2.427,1.34%,191.75,-0.39%,"4,110.00",0.32%,25.25,3.61%,667.75,-2.05%
21/04/2023,31820,29740,11500,12640,31150,,31480,176140,14520,13690,18430,24520,11390,77.71,0.44%,2.408,-0.78%,190.35,-0.73%,,,24.83,-1.66%,661.75,-0.90%
22/04/2023,31180,29590,11130,12300,30270,,30370,159550,14590,13900,19550,24720,10980,,,,,,,,,,,,
23/04/2023,29990,29660,11400,12570,29840,,31180,159550,14660,14030,18710,24490,11150,,,,,,,,,,,,
24/04/2023,30820,29990,11570,12710,28990,,31310,156720,14690,13560,19130,24370,11080,78.6,1.15%,2.471,2.62%,190,-0.18%,,,25.91,4.35%,643.5,-2.76%
25/04/2023,30860,29050,11590,12620,28520,,30900,153580,14600,13620,18310,24520,11210,76.87,-2.20%,2.437,-1.38%,189.05,-0.50%,"4,081.00",-0.71%,26.65,2.86%,638.75,-0.74%
26/04/2023,31410,29390,11490,12640,28710,,30780,154390,14670,13710,18480,24660,11300,74.19,-3.49%,2.305,-5.42%,190.15,0.58%,"4,061.00",-0.49%,26.51,-0.53%,627.25,-1.80%
27/04/2023,31110,30120,11500,12670,28140,,30730,155250,14660,13610,18350,24770,11260,74.58,0.53%,2.548,10.54%,189.95,-0.11%,"4,045.00",-0.39%,26.99,1.81%,614.75,-1.99%
28/04/2023,31550,29770,11510,12700,26810,,30720,154720,14730,13720,18560,24390,11480,76.61,2.72%,2.578,1.18%,189.7,-0.13%,"3,937.00",-2.67%,26.99,0.00%,619.75,0.81%
29/04/2023,30970,29360,11550,12740,27180,,30400,154440,14670,13710,18380,24390,11400,,,,,,,,,,,,
30/04/2023,31070,29680,11500,12690,25270,,30590,153920,14670,13700,18580,24560,11340,,,,,,,,,,,,
01/05/2023,30610,29880,11540,12700,26250,,30710,154220,14690,13700,18640,24230,11410,75.51,-1.44%,2.498,-3.10%,185.15,-2.40%,,,25.54,-5.37%,603.75,-2.58%
02/05/2023,31620,30800,11560,12750,24680,,30860,153540,14720,13730,18760,24050,11460,71.55,-5.24%,2.417,-3.24%,187.55,1.30%,"4,016.00",2.01%,25.14,-1.57%,595.5,-1.37%
03/05/2023,31880,30910,11540,12720,23440,,30790,153360,14730,14020,18680,24180,11440,68.55,-4.19%,2.36,-2.36%,180.6,-3.71%,"4,019.00",0.07%,25.17,0.12%,626.25,5.16%
04/05/2023,31590,30610,11520,12700,21660,,31140,152530,14670,13730,18540,24320,11340,68.51,-0.06%,2.297,-2.67%,170.65,-5.51%,,,25.52,1.39%,631.5,0.84%
05/05/2023,31600,30590,11520,12720,22130,,31150,152900,14690,14020,18690,24380,11410,71.27,4.03%,2.321,1.04%,169.65,-0.59%,"4,070.00",1.27%,26.32,3.13%,647,2.45%
06/05/2023,31720,30680,11550,12760,22860,,30910,153050,14720,13720,18840,24510,11400,,,,,,,,,,,,
07/05/2023,31780,30930,11540,12720,22240,,31300,152130,14750,13600,18450,24660,11410,,,,,,,,,,,,
08/05/2023,32340,32520,11500,12720,21970,,31110,153390,14730,13710,18690,24790,11410,73.07,2.53%,2.412,3.92%,169.65,0.00%,"4,084.00",0.34%,26.09,-0.87%,641,-0.93%
09/05/2023,32660,32300,11510,12720,22060,,31270,152900,14730,13750,18690,25040,11410,73.62,0.75%,2.427,0.62%,169,-0.38%,"4,050.00",-0.83%,26.19,0.38%,630.5,-1.64%
10/05/2023,33510,33390,11500,12720,21430,,31530,152530,14720,13710,18360,25260,11430,72.52,-1.49%,2.336,-3.75%,166.95,-1.21%,"3,930.00",-2.96%,26.66,1.79%,628.25,-0.36%
11/05/2023,32880,33560,11530,12720,21250,,31530,152900,14730,13750,18660,25310,11410,70.88,-2.26%,2.345,0.39%,163,-2.37%,"3,800.00",-3.31%,26.02,-2.40%,614.25,-2.23%
12/05/2023,32930,33680,11550,12760,22260,,31290,153050,14720,13970,18800,25430,11400,70.02,-1.21%,2.438,3.97%,164.9,1.17%,"3,843.00",1.13%,26.22,0.77%,624.5,1.67%
13/05/2023,32970,33390,11470,12690,22530,,31200,152130,14700,13950,18490,25320,11360,,,,,,,,,,,,
14/05/2023,32260,33780,11520,12720,21800,,31290,152900,14730,14100,18660,25450,11410,,,,,,,,,,,,
15/05/2023,31620,33720,11530,12760,21100,18000,31190,153220,14700,13860,18750,25730,11370,71.09,1.53%,2.542,4.27%,163.75,-0.70%,"3,850.00",0.18%,26.29,0.27%,660.75,5.80%
16/05/2023,32400,34750,11550,12720,21050,,31630,153390,14730,13600,18660,25780,11320,70.84,-0.35%,2.534,-0.31%,163.8,0.03%,"3,748.00",-2.65%,26.07,-0.84%,647.5,-2.01%
17/05/2023,32520,34720,11550,12730,20870,,31500,153570,14720,13940,18470,25930,11340,72.89,2.89%,2.509,-0.99%,165.25,0.89%,"3,724.00",-0.64%,25.91,-0.61%,625.5,-3.40%
18/05/2023,32790,34650,11550,12720,21190,,31310,153390,14770,13830,18660,26430,11370,71.94,-1.30%,2.715,8.21%,159.35,-3.57%,"3,675.00",-1.32%,25.61,-1.16%,611.75,-2.20%
19/05/2023,32170,34390,11540,12730,20540,,31900,153220,14800,13770,18490,26300,11420,71.69,-0.35%,2.707,-0.29%,162.25,1.82%,"3,725.00",1.36%,25.78,0.66%,605,-1.10%
20/05/2023,33050,34550,11550,12760,21410,,31520,153390,14770,13830,18660,26270,11320,,,,,,,,,,,,
21/05/2023,31990,34370,11600,12750,20330,,31870,154660,14760,13780,18390,26400,11330,,,,,,,,,,,,
22/05/2023,32030,34740,11550,12720,19920,,31870,153390,14770,13830,18660,26370,11460,72.05,0.50%,2.551,-5.76%,160.35,-1.17%,"3,673.00",-1.40%,25.99,0.81%,606.25,0.21%
23/05/2023,32670,34540,11630,12690,20280,,31350,153570,14760,13880,18650,26460,11200,72.85,1.11%,2.489,-2.43%,160,-0.22%,"3,551.00",-3.32%,25.81,-0.69%,622.25,2.64%
24/05/2023,32080,35270,11550,12710,20390,20000,31790,153890,14770,13870,18660,26580,11320,74.29,1.98%,2.566,3.09%,160.25,0.16%,"3,527.00",-0.68%,25.49,-1.24%,606.25,-2.57%
25/05/2023,32300,34790,11550,12710,20950,,31790,153890,14820,13820,18440,26610,11320,71.93,-3.18%,2.476,-3.51%,160,-0.16%,"3,565.00",1.08%,24.83,-2.59%,604.25,-0.33%
26/05/2023,32430,34890,11550,12700,21740,,31990,153390,14820,13820,18610,26610,11320,72.76,1.15%,2.417,-2.38%,160,0.00%,"3,590.00",0.70%,25.37,2.17%,616,1.94%
27/05/2023,32810,35430,11550,12710,22210,,32300,154100,14810,13770,18470,26650,11290,,,,,,,,,,,,
28/05/2023,31950,34900,11520,12660,22620,,32560,153570,14810,13930,18600,26650,11290,73.22,0.63%,2.435,0.74%,,,,,,,616.88,0.14%
29/05/2023,31760,35450,11530,12660,23810,,32690,153390,14810,13590,18360,26730,11330,72.87,-0.48%,2.349,-3.53%,140.65,-12.09%,"3,585.00",-0.14%,,,,
30/05/2023,31970,35980,11550,12670,23440,,32490,153700,14770,13610,18340,26650,11360,69.6,-4.49%,2.416,2.85%,135.1,-3.95%,"3,430.00",-4.32%,25.33,-0.16%,591,-4.20%
31/05/2023,31880,35980,11520,12670,25850,20000,33010,154060,14840,13520,18300,26780,11300,68.24,-1.95%,2.358,-2.40%,135,-0.07%,"3,255.00",-5.10%,25.06,-1.07%,594.25,0.55%
01/06/2023,31710,35680,11530,12660,25350,,32530,154060,14810,13590,18280,26550,11380,70.2,2.87%,2.273,-3.60%,130.15,-3.59%,"3,320.00",2.00%,24.88,-0.72%,610.75,2.78%
02/06/2023,31800,35350,11540,12700,25710,,32530,154590,14850,13640,18730,26590,11380,71.84,2.34%,2.299,1.14%,131,0.65%,"3,416.00",2.89%,24.73,-0.60%,619,1.35%
03/06/2023,32180,36020,11540,12670,25670,,32420,154360,14820,13790,18650,26580,11780,,,,,,,,,,,,
04/06/2023,31800,36980,11530,12670,25100,,32610,154360,14810,13530,18490,26660,11380,,,,,,,,,,,,
05/06/2023,31060,37390,11540,12680,25360,,32500,154390,14900,13670,18830,26630,11410,72.26,0.58%,2.366,2.91%,137.75,5.15%,,,24.4,-1.33%,624,0.81%
06/06/2023,31380,37360,11510,12680,24930,,32610,154590,14800,13660,18730,26690,11480,71.85,-0.57%,2.381,0.63%,134.45,-2.40%,"3,356.00",-1.76%,24.58,0.74%,627.75,0.60%
07/06/2023,31890,37490,11550,12700,27610,,32810,154590,14850,13600,18780,26920,11430,72.64,1.10%,2.433,2.18%,136,1.15%,"3,411.00",1.64%,24.5,-0.33%,616.75,-1.75%
08/06/2023,32140,37520,11520,12640,26290,,33100,154360,14820,13590,18630,26940,11400,71.44,-1.65%,2.434,0.04%,136.25,0.18%,"3,375.00",-1.06%,25.48,4.00%,626.25,1.54%
09/06/2023,31440,37330,11470,12630,25290,,33420,155510,14880,14130,19260,26870,11450,70.33,-1.55%,2.331,-4.23%,135.7,-0.40%,"3,478.00",3.05%,25.38,-0.39%,630.25,0.64%
10/06/2023,31980,37440,11480,12570,25780,,32870,154590,14810,13580,18540,26850,11700,,,,,,,,,,,,
11/06/2023,31930,37340,11650,12700,26440,,33590,153630,14870,13630,19120,27060,11260,,,,,,,,,,,,
12/06/2023,32790,37280,11510,12690,26750,,33560,154290,14850,13580,18680,26830,11450,67.29,-4.32%,2.336,0.21%,134,-1.25%,"3,382.00",-2.76%,25.47,0.35%,633.75,0.56%
13/06/2023,32730,37220,11520,12640,26520,,33830,155110,14940,13530,18650,26930,11330,69.58,3.40%,2.407,3.04%,132.25,-1.31%,"3,441.00",1.74%,25.16,-1.22%,636.25,0.39%
14/06/2023,33310,37220,11470,12600,26760,,33930,154290,14940,13460,18430,27080,11240,68.46,-1.61%,2.413,0.25%,132,-0.19%,"3,478.00",1.08%,25.84,2.70%,630.25,-0.94%
15/06/2023,33920,37190,11440,12590,26700,,33770,154290,14890,13560,18180,27020,11240,70.81,3.43%,2.609,8.12%,135.95,2.99%,"3,519.00",1.18%,26,0.62%,661.5,4.96%
16/06/2023,33870,37210,11490,12600,26770,,33840,154360,14900,13550,18290,27170,11260,71.93,1.58%,2.721,4.29%,128.45,-5.52%,"3,785.00",7.56%,26.43,1.65%,688,4.01%
17/06/2023,34750,37210,11490,12600,26980,,33760,154850,14900,13550,18500,27140,11260,,,,,,,,,,,,
18/06/2023,34580,37310,11470,12590,26020,,33990,154360,14900,13530,18320,27230,11230,71.47,-0.64%,2.602,-4.37%,,,,,,,,
19/06/2023,34880,37310,11460,12590,27310,,33510,154590,14850,13580,18480,27150,11280,71.31,-0.22%,2.643,1.58%,128.35,-0.08%,"3,766.00",-0.50%,,,,
20/06/2023,35460,37100,11490,12590,27030,,33790,154850,14860,13550,18270,27250,11310,71.19,-0.17%,2.57,-2.76%,126.55,-1.40%,"3,737.00",-0.77%,26.22,-0.79%,695.75,1.13%
21/06/2023,36380,37650,11440,12560,26990,,33490,154590,14850,13540,18520,27400,11280,72.52,1.87%,2.677,4.16%,124.15,-1.90%,"3,631.00",-2.84%,25.88,-1.30%,734.5,5.57%
22/06/2023,36790,37920,11480,12620,27860,,33620,154850,14900,13550,18580,27370,11310,69.63,-3.99%,2.704,1.01%,125.75,1.29%,"3,582.00",-1.35%,24.93,-3.67%,739,0.61%
23/06/2023,37090,37960,11470,12620,28080,,33810,154590,14850,13580,18480,27420,11280,69.32,-0.45%,2.843,5.14%,125.5,-0.20%,"3,644.00",1.73%,24.18,-3.01%,733.25,-0.78%
24/06/2023,36480,37930,11490,12620,27880,,33960,154850,14930,13550,18500,27310,11570,,,,,,,,,,,,
25/06/2023,36180,38010,11490,12620,28510,,33930,154620,14900,13550,18500,27260,11310,,,,,,,,,,,,
26/06/2023,37600,37830,11540,12480,28980,,33810,157490,14900,13630,18760,27220,11300,69.54,0.32%,2.892,1.72%,125.5,0.00%,"3,739.00",2.61%,23.72,-1.90%,724.25,-1.23%
27/06/2023,37800,39050,11600,12700,34050,,35330,169940,14950,13580,18440,27230,11530,67.9,-2.36%,2.789,-3.56%,127.9,1.91%,"3,685.00",-1.44%,23.03,-2.91%,685,-5.42%
28/06/2023,37980,39080,11490,12620,33250,,35680,174550,14950,13590,18510,27370,11310,69.73,2.70%,2.668,-4.34%,127.9,0.00%,"3,751.00",1.79%,22.57,-2.00%,655.75,-4.27%
29/06/2023,35760,37470,11420,12580,32650,,35630,167540,14790,13270,17790,27290,11160,70.02,0.42%,2.691,0.86%,127.9,0.00%,,,22.07,-2.22%,653,-0.42%
30/06/2023,36660,38230,11450,12610,35680,,34550,162300,14800,13250,17930,27390,11080,70.78,1.09%,2.774,3.08%,128.05,0.12%,"3,751.00",0.00%,22.89,3.72%,636.25,-2.57%
01/07/2023,37600,38260,11450,12590,36090,,33190,157740,14940,13590,18740,27230,11280,,,,,,,,,,,,
02/07/2023,38190,39970,11470,12630,37650,,34680,157110,14840,13630,18530,27610,11310,,,,,,,,,,,,
03/07/2023,37810,39470,11470,12640,38200,,34520,155860,14950,13790,18400,27340,11440,69.91,-1.23%,2.702,-2.60%,148.05,15.62%,"3,945.00",5.17%,23.32,1.88%,628.5,-1.22%
04/07/2023,37290,40100,11490,12640,38410,50000,33790,154850,14990,13630,18660,27130,11300,71.06,1.64%,2.751,1.81%,143.15,-3.31%,"3,815.00",-3.30%,,,,
05/07/2023,37780,40510,11480,12640,38710,,33920,154850,14990,13530,18320,27330,11540,71.88,1.15%,2.643,-3.93%,144.8,1.15%,"3,800.00",-0.39%,23.53,0.90%,662,5.33%
06/07/2023,37510,41050,11560,12630,38820,,33710,153860,14990,13860,18240,27630,11450,71.79,-0.13%,2.599,-1.66%,139.65,-3.56%,"3,844.00",1.16%,23.25,-1.19%,647,-2.27%
07/07/2023,37950,41680,11490,12640,38420,,33840,153740,14870,13910,17790,27200,11380,73.77,2.76%,2.57,-1.12%,138,-1.18%,"3,757.00",-2.26%,23.53,1.20%,639.5,-1.16%
08/07/2023,36960,41490,11480,12640,36920,,33040,154060,15010,13560,18370,27060,11270,,,,,,,,,,,,
09/07/2023,36370,41220,11520,12670,37100,,33170,153670,15010,13590,18140,27100,11410,,,,,,,,,,,,
10/07/2023,36940,41900,11530,12680,36190,,32900,153860,14930,13590,18170,27240,11300,72.95,-1.11%,2.641,2.76%,133.7,-3.12%,"3,843.00",2.29%,23.44,-0.38%,636.25,-0.51%
11/07/2023,36600,41340,11540,12730,36620,,33050,153740,15000,13530,18170,27350,11250,74.71,2.41%,2.692,1.93%,131,-2.02%,"3,815.00",-0.73%,23.53,0.38%,649.5,2.08%
12/07/2023,36570,40860,11480,12620,36380,,32730,154060,14970,13490,18090,27400,11230,75.54,1.11%,2.597,-3.53%,129.05,-1.49%,"3,847.00",0.84%,23.91,1.61%,621.25,-4.35%
13/07/2023,36190,40480,11520,12670,35490,,32480,154360,14840,13590,17870,27260,11260,76.76,1.62%,2.534,-2.43%,128,-0.81%,"3,786.00",-1.59%,24.01,0.42%,627.5,1.01%
14/07/2023,36210,40860,11510,12690,35930,,33320,154890,14920,13690,18060,27170,11290,75.32,-1.88%,2.53,-0.16%,131.65,2.85%,"3,818.00",0.85%,24.32,1.29%,641.5,2.23%
15/07/2023,37080,40250,11510,12710,34840,,33260,154290,14820,13730,17820,26970,11290,,,,,,,,,,,,
16/07/2023,36180,40750,11530,12710,35580,,33410,154850,14920,13650,17860,27060,11190,,,,,,,,,,,,
17/07/2023,35330,40330,11630,12800,36450,,32910,154360,14970,13590,18170,26790,11390,74.08,-1.65%,2.504,-1.03%,131.1,-0.42%,"3,885.00",1.75%,23.8,-2.14%,653.75,1.91%
18/07/2023,35410,40320,11590,12760,36040,,33020,154590,14970,13570,18010,26860,11370,75.66,2.13%,2.618,4.55%,134.35,2.48%,"3,851.00",-0.88%,23.86,0.25%,670.75,2.60%
19/07/2023,35760,39790,11600,12770,36200,,32640,154360,14970,13630,18170,26920,11390,75.29,-0.49%,2.585,-1.26%,132,-1.75%,,,24.21,1.47%,727.75,8.50%
20/07/2023,35640,40540,11600,12770,35140,,32410,154360,14980,13810,18170,26920,11390,75.65,0.48%,2.731,5.65%,132,0.00%,"3,992.00",3.66%,24.67,1.90%,727,-0.10%
21/07/2023,35190,40890,11590,12780,35560,,32590,154060,14980,13620,18130,26960,11370,76.78,1.49%,2.707,-0.88%,133,0.76%,"3,993.00",0.03%,25.01,1.38%,697.5,-4.06%
22/07/2023,34490,40520,11640,12810,34680,,32320,154360,14980,13630,18170,26950,11510,,,,,,,,,,,,
23/07/2023,34060,39940,11650,12840,34410,,32400,154360,14980,14000,18070,26920,11530,,,,,,,,,,,,
24/07/2023,34120,40570,11640,12820,34910,,31770,155400,14980,13540,18230,26960,11380,78.4,2.11%,2.688,-0.70%,133.1,0.08%,"4,092.00",2.48%,24.92,-0.36%,757.5,8.60%
25/07/2023,33400,40410,11660,12820,34730,,31670,154360,14940,13590,18250,26990,11350,79.2,1.02%,2.747,2.19%,134,0.68%,"4,000.00",-2.25%,24.69,-0.92%,760.25,0.36%
26/07/2023,32920,40750,11600,12760,33440,,31510,154290,14880,13570,18170,27150,11340,78.4,-1.01%,2.693,-1.97%,134,0.00%,"3,987.00",-0.33%,24.39,-1.22%,720,-5.29%
27/07/2023,31570,40360,11690,12850,32760,,31210,154850,14840,13710,18280,27050,11260,79.63,1.57%,2.595,-3.64%,134,0.00%,"3,922.00",-1.63%,24.43,0.16%,712.75,-1.01%
28/07/2023,31390,40270,11690,12850,32810,,31150,154360,14850,13630,18280,27100,11260,80.18,0.69%,2.753,6.09%,134.45,0.34%,"3,872.00",-1.27%,23.92,-2.09%,704.25,-1.19%
29/07/2023,31080,40260,11620,12760,33320,,30990,154590,14880,13610,18150,27130,11310,,,,,,,,,,,,
30/07/2023,30880,39870,11680,12820,32590,30000,31280,154350,14890,13830,18250,27030,11350,,,,,,,,,,,,
31/07/2023,31140,39990,11680,12860,31610,,31170,154860,14890,13630,18130,27030,11420,81.32,1.42%,2.741,-0.44%,137.3,2.12%,"3,792.00",-2.07%,24.11,0.79%,665.75,-5.47%
01/08/2023,30150,39590,11740,12910,31710,,30650,154860,14900,13700,18410,27000,11220,80.92,-0.49%,2.672,-2.52%,134.35,-2.15%,"3,774.00",-0.47%,24.39,1.16%,652.25,-2.03%
02/08/2023,30020,39440,11740,12900,32260,,30050,155110,14850,13630,18250,26960,11240,79.13,-2.21%,2.586,-3.22%,133.5,-0.63%,"3,816.00",1.11%,24.2,-0.78%,640,-1.88%
03/08/2023,29900,39440,11750,12940,31580,,29710,155110,14890,13690,17880,27050,11240,81.08,2.46%,2.67,3.25%,136.85,2.51%,"3,755.00",-1.60%,24.02,-0.74%,627,-2.03%
04/08/2023,30100,39290,11790,12900,32090,,29870,155110,14890,13890,18180,26980,11240,82.27,1.47%,2.681,0.41%,137,0.11%,"3,782.00",0.72%,23.69,-1.37%,633,0.96%
05/08/2023,30040,38860,11870,12940,32400,,30260,154360,14840,13670,18340,26870,11170,,,,,,,,,,,,
06/08/2023,29890,39210,11790,12950,33280,,29570,154860,14890,13640,18030,27010,11280,,,,,,,,,,,,
07/08/2023,30110,38970,11780,12950,35200,,29160,154860,14890,13620,18180,27040,11510,81.49,-0.95%,2.813,4.92%,141.1,2.99%,"3,700.00",-2.17%,23.74,0.21%,657.5,3.87%
08/08/2023,29670,39090,11790,12950,36820,,29300,155110,14890,13620,18180,27090,11240,82.36,1.07%,2.864,1.81%,142.5,0.99%,"3,676.00",-0.65%,23.45,-1.22%,656.25,-0.19%
09/08/2023,29140,39170,11880,13030,40140,,29440,155380,14890,13790,17760,27110,11210,83.69,1.61%,3.053,6.60%,142.5,0.00%,"3,745.00",1.88%,23.71,1.11%,635,-3.24%
10/08/2023,29920,38450,11830,13010,41490,,29150,155110,14890,13540,18060,27000,11370,82.29,-1.67%,2.87,-5.99%,143,0.35%,"3,740.00",-0.13%,23.95,1.01%,637.75,0.43%
11/08/2023,28990,38200,11830,13020,41780,,29010,154610,14880,13580,18060,27090,11240,82.57,0.34%,2.882,0.42%,144,0.70%,"3,727.00",-0.35%,24.33,1.59%,626.75,-1.72%
12/08/2023,29270,38550,11800,13020,44190,,28860,154860,14930,13680,18190,26920,11390,,,,,,,,,,,,
13/08/2023,29100,38660,11830,13050,44990,,29440,154350,14880,13950,17960,26980,11240,,,,,,,,,,,,
14/08/2023,28800,38830,11770,12960,47090,,29300,155110,14880,13650,18110,26910,11300,81.92,-0.79%,2.898,0.56%,146.5,1.74%,"3,697.00",-0.80%,24.05,-1.15%,616,-1.72%
15/08/2023,29010,38540,11850,13030,50730,,29280,154610,14880,13640,17700,26990,11240,80.5,-1.73%,2.781,-4.04%,147.15,0.44%,"3,753.00",1.51%,23.77,-1.16%,598.5,-2.84%
16/08/2023,29230,39090,11760,12990,51090,,29730,154590,14880,13630,18070,27000,11300,79.02,-1.84%,2.726,-1.98%,147.5,0.24%,"3,815.00",1.65%,24.19,1.77%,597.75,-0.13%
17/08/2023,28580,38730,11810,13000,51530,,29450,154610,14840,13640,17810,26990,11240,79.9,1.11%,2.755,1.06%,147,-0.34%,"3,894.00",2.07%,24,-0.79%,589.5,-1.38%
18/08/2023,27830,38410,11820,13070,51320,,29560,155130,14870,13610,17780,26940,11440,80.66,0.95%,2.691,-2.32%,149.5,1.70%,"3,854.00",-1.03%,23.76,-1.00%,613.25,4.03%
19/08/2023,27880,38390,11760,12980,51540,,28860,154860,14790,13610,18080,26780,11210,,,,,,,,,,,,
20/08/2023,28350,38300,11810,13040,52610,,29580,154080,14920,13580,17770,26800,11210,,,,,,,,,,,,
21/08/2023,28620,38640,11930,13100,52410,,29620,154860,14920,14000,17810,26550,11210,80.12,-0.67%,2.743,1.93%,149.25,-0.17%,"3,922.00",1.76%,23.4,-1.52%,599.25,-2.28%
22/08/2023,28600,38170,11850,13090,52340,,29840,154610,14920,13640,17900,26480,11240,79.64,-0.60%,2.652,-3.32%,150,0.50%,"3,857.00",-1.66%,23.4,0.00%,601.75,0.42%
23/08/2023,27720,37910,11920,13090,51100,,29670,154330,14920,13540,17730,26580,11330,78.59,-1.32%,2.592,-2.26%,150,0.00%,"3,812.00",-1.17%,23.85,1.92%,612.5,1.79%
24/08/2023,27470,37860,11970,13220,50640,,29690,154860,14890,13540,17650,26410,11210,78.66,0.09%,2.636,1.70%,149,-0.67%,"3,815.00",0.08%,24.29,1.84%,604,-1.39%
25/08/2023,27240,38070,12030,13240,49730,,29410,155110,14940,13620,17820,26260,11240,79.49,1.06%,2.657,0.80%,149.4,0.27%,"3,860.00",1.18%,24.83,2.22%,593.25,-1.78%
26/08/2023,26940,37750,11980,13240,49630,,29450,155110,14940,13620,18140,26120,11240,,,,,,,,,,,,
27/08/2023,27040,37930,12030,13200,48530,,29670,154860,14980,13620,17820,26160,11240,,,,,,,,,,,,
28/08/2023,28070,38120,12040,13270,50380,,29420,154860,14930,13610,17650,26060,11210,79.67,0.23%,2.665,0.30%,159.75,6.93%,"3,800.00",-1.55%,25.57,2.98%,588,-0.88%
29/08/2023,27540,37680,12070,13280,51300,,29380,155110,14940,13710,17820,25990,11240,80.68,1.27%,2.662,-0.11%,159.5,-0.16%,"3,801.00",0.03%,25.45,-0.47%,569.75,-3.10%
30/08/2023,26520,38100,12070,13310,51780,,29350,155110,14940,13620,17820,25900,11240,81.12,0.55%,3.181,19.50%,156,-2.19%,"3,860.00",1.55%,25.34,-0.43%,576.75,1.23%
31/08/2023,25430,38160,12270,13480,50720,,30020,154860,14890,13760,17610,25590,11180,82.96,2.27%,3.147,-1.07%,156,0.00%,,,25.06,-1.10%,573,-0.65%
01/09/2023,25580,38160,12250,13450,51740,,29510,154330,14890,13650,17820,25500,11270,84.75,2.16%,3.111,-1.14%,156.25,0.16%,"3,910.00",1.30%,25.81,2.99%,567.5,-0.96%
02/09/2023,25150,37920,12290,13480,52500,,29300,154860,14930,13640,18020,25480,11450,,,,,,,,,,,,
03/09/2023,25230,38170,12400,13610,52630,,30020,155730,14880,13680,17860,25720,11240,85.85,1.30%,2.671,-14.14%,,,,,,,,
04/09/2023,24650,37380,12430,13600,51940,,29740,154610,14890,13580,17820,25470,11260,85.82,-0.03%,2.647,-0.90%,156.55,0.19%,"3,873.00",-0.95%,,,,
05/09/2023,24680,37190,12460,13640,51410,,29660,154610,14850,13580,17820,25250,11210,86.01,0.22%,2.991,13.00%,160.5,2.52%,"3,800.00",-1.88%,26.65,3.25%,572.5,0.88%
06/09/2023,24380,37060,12470,13640,51090,,29760,154610,14890,13580,17860,25500,11210,86.79,0.91%,2.943,-1.60%,160,-0.31%,"3,760.00",-1.05%,26.22,-1.61%,581,1.48%
