Date,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (Curah)
31/07/2024,26640,38950,13500,14650,34960,,29570,153450,18140,15290,18480,25360,10760
01/08/2024,27000,39090,13500,14660,35360,,29430,153840,18140,15190,18350,25400,10720
02/08/2024,26690,39170,13490,14690,33990,,29370,153450,18100,15310,18270,25310,10720
03/08/2024,27130,39030,13490,14690,34930,,29170,153450,18100,15310,18350,25220,10720
04/08/2024,26520,39090,13510,14720,35890,,29670,155290,18110,15610,18630,25300,10700
05/08/2024,26460,39100,13490,14700,38110,,29470,153450,18060,15360,18420,25190,10720
06/08/2024,26490,39510,13520,14710,39880,,29790,153590,18140,15330,18520,25030,10750
07/08/2024,26490,39480,13500,14710,41210,,29760,154030,18100,15480,18560,25040,10680
08/08/2024,26670,39400,13490,14700,41920,,29540,153450,18140,15320,18420,25040,10720
09/08/2024,26940,39420,13490,14700,43690,,29250,153050,18140,15360,18490,25040,10720
10/08/2024,26840,39450,13490,14700,46090,28000,29150,153450,18140,15330,18410,24990,10720
11/08/2024,26500,39180,13500,14710,46890,,29250,153820,18140,15270,18360,25010,10830
12/08/2024,27110,39480,13480,14680,47950,,29300,153450,18140,15330,18490,25110,10680
13/08/2024,26610,39600,13480,14680,48860,,29220,153450,18100,15360,18460,25070,10680
14/08/2024,26900,39540,13450,14680,48630,,29220,153450,18140,15360,18490,25180,10650
15/08/2024,26570,39670,13400,14600,47760,,28850,153590,18070,15330,18280,25270,10530
16/08/2024,26360,39510,13440,14630,47310,,29510,152770,18110,15300,18410,25150,10630
17/08/2024,26480,39490,13420,14600,47550,,29260,153020,18100,15360,18500,25410,10650
18/08/2024,26590,39650,13440,14630,47260,,29320,153820,18140,15370,18360,25340,10630
19/08/2024,27000,39600,13420,14620,46660,,29370,153450,18100,15360,18710,25680,10650
20/08/2024,26920,39610,13410,14620,46400,,29260,153450,18100,15500,18330,25760,10700
21/08/2024,27020,39300,13410,14620,45770,58990,29150,153020,18100,15360,18450,25630,10630
22/08/2024,26610,39500,13390,14550,44450,,29010,152920,18080,15250,18330,25640,10550
23/08/2024,26870,39450,13410,14630,44160,,29300,153050,18100,15360,18270,25680,10630
24/08/2024,26930,39540,13410,14650,43870,,29430,153450,18100,15450,18180,25680,10660
25/08/2024,26520,39690,13430,14660,43410,,29150,153820,18110,15360,18080,25530,10630
26/08/2024,26710,39670,13420,14660,43070,,29770,153450,18100,15380,18150,25820,10680
27/08/2024,26780,39630,13450,14650,41460,,28780,153320,18070,15320,18040,25740,10660
28/08/2024,26290,39480,13460,14690,40420,,29680,153450,18100,15350,18070,25760,10680
29/08/2024,26520,39320,13470,14680,40330,,29500,152600,18100,15480,18300,25710,10680
30/08/2024,26010,39470,13470,14680,40820,,29250,152240,18100,15420,18220,25860,10680
31/08/2024,26070,39290,13490,14720,39680,,29210,152740,18070,15440,18390,25890,10710
01/09/2024,26390,39280,13530,14720,40700,,29380,153310,18070,15230,18050,25670,10720
02/09/2024,26730,38890,13490,14680,39660,,29530,152260,18080,15530,18510,25680,10580
03/09/2024,26240,39280,13530,14730,38440,,29530,152630,18030,15380,18180,25740,10720
04/09/2024,26110,39160,13520,14730,37540,,29260,152630,18030,15380,18210,25800,10720
05/09/2024,26080,38880,13530,14720,36830,,29030,152630,18030,15480,18160,25880,10610
06/09/2024,26150,38890,13530,14720,36960,,29590,153050,18030,15460,18170,25740,10680
07/09/2024,25950,39060,13510,14720,36030,,29850,153050,18030,15610,18250,25950,10650
08/09/2024,25490,38750,13510,14710,33000,,28860,153050,18000,15290,18060,25730,10600
09/09/2024,25960,38850,13500,14680,33500,,29850,152630,18070,15540,18250,25680,10610
10/09/2024,26120,39080,13500,14700,31020,,29610,152630,17990,15730,18170,25580,10420
11/09/2024,25830,39030,13500,14680,29160,,29360,153050,17990,15550,18130,25460,10460
12/09/2024,25840,38980,13500,14700,28230,,29760,152600,17960,15520,18200,25490,10580
13/09/2024,25640,38930,13530,14700,27460,,29170,152150,17800,15690,18040,25440,10600
14/09/2024,25890,39190,13500,14660,29540,,29390,152600,17890,15750,18210,25400,10580
15/09/2024,25910,39230,13420,14660,29080,,29630,152090,17770,15670,18210,25360,10580
16/09/2024,26240,38630,13500,14650,30160,,29570,153420,17890,15720,18140,25550,10540
17/09/2024,26340,39140,13490,14700,31030,,29560,152990,17920,15720,18170,25590,10580
18/09/2024,26460,39030,13500,14710,30060,,29610,152990,17960,15440,18130,25620,10540
19/09/2024,26790,39070,13500,14700,30580,,29800,152990,17990,15810,18100,25590,10620
20/09/2024,27130,38830,13490,14700,30120,14000,30100,152990,17990,15600,18170,25560,10620
21/09/2024,27140,38810,13490,14690,29510,,29910,152990,17960,15600,18090,25600,10620
22/09/2024,27770,39230,13440,14690,29590,,30000,152880,17960,15610,18170,25600,10650
23/09/2024,27350,39400,13490,14680,28990,,30010,152990,17990,15780,18100,25630,10650
24/09/2024,27700,39340,13520,14700,28650,,30130,153120,17990,15630,18030,25590,10690
25/09/2024,28110,39190,13430,14670,28120,,30380,153560,18030,15780,18570,25640,10740
26/09/2024,28110,39350,13470,14680,26990,,30020,152990,17990,15660,18070,25690,10680
27/09/2024,27890,39260,13420,14620,26210,,30200,152990,17990,15720,18150,25590,10710
28/09/2024,28150,39240,13510,14650,25950,,30570,152320,17990,15730,18080,25580,10640
29/09/2024,28430,39160,13470,14660,26140,,30290,153260,17990,15610,18040,25570,10720
30/09/2024,28960,39110,13470,14660,25510,,30080,152990,18030,15670,18000,25690,10680
