Date,MYRUSD Close,SGDUSD Close,THBUSD Close,USDIDR Close,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit Merah,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (cerah)
26/10/2023,0.2093364,0.728693008,0.027609054,15877.5,24490,34570,12430,13910,44090,65340,36900,138620,14850,13450,14740,25120,10220
27/10/2023,0.209038839,0.730625629,0.027609054,15920,23980,33700,12350,13920,44120,66500,37000,138620,14850,13400,14740,25120,9990
28/10/2023,,,,,22990,33870,12600,14180,46210,66380,37000,138620,15220,13210,14670,25110,10110
29/10/2023,,,,,24270,34650,12540,14120,47560,69550,36760,138620,14850,13580,14740,25120,10220
30/10/2023,0.209380239,0.729895055,0.027702367,15903.5,23810,35330,12540,14120,50150,72860,36900,138620,14850,13460,14740,25120,10380
31/10/2023,0.210084021,0.732718825,0.027847396,15843,24530,34760,12540,14120,59290,74320,36390,138620,14850,13400,14740,25120,10270
01/11/2023,0.210084021,0.730460227,0.027700832,15748.7002,25260,33160,12550,14210,60840,77540,37060,138420,14910,13460,14700,24990,9990
02/11/2023,0.209687561,0.731892943,0.02776775,15900,25460,35330,12480,13990,59940,75580,36530,138620,14970,13280,14740,25110,10250
03/11/2023,0.210570648,0.732643664,0.02780945,15838,26550,34650,12540,14120,62710,82650,36900,138620,14970,13400,14740,25120,10110
04/11/2023,,,,,25520,33620,12410,14060,64570,84880,36480,139900,14830,13120,14570,26070,10250
05/11/2023,,,,,26360,35920,12480,14120,64800,85850,36670,138620,15220,13580,14910,25250,10420
06/11/2023,0.211595431,0.738792539,0.028154736,15582.09961,27010,34360,12480,14120,65230,62960,36900,138620,14970,13400,14780,25500,10220
07/11/2023,0.215842873,0.740411639,0.02817695,15570,26270,33870,12540,14120,67140,81030,36670,138620,15290,13210,14670,25990,10220
08/11/2023,0.215842873,0.738307059,0.028171394,15643.59961,26500,35330,12600,14180,68960,81640,36670,138620,15590,13150,14780,26240,10110
09/11/2023,0.213615865,0.737517476,0.028145229,15616,27010,34270,12480,14120,70870,81480,36900,138620,14920,13210,14650,26230,9990
10/11/2023,0.213219613,0.73496443,0.027960297,15713.7002,27540,34520,12540,14120,68160,81290,36900,138620,15190,13400,14660,26490,9990
11/11/2023,,,,,27010,35960,12480,14120,69700,82010,36670,135970,15190,13640,14580,26240,10110
12/11/2023,,,,,26870,35340,12410,13960,75860,81130,36480,139900,15110,13190,14570,26480,10120
13/11/2023,0.213219613,0.735304952,0.027717723,15683,29070,34260,12540,14160,70300,79920,36870,134720,15220,13400,14740,26800,10220
14/11/2023,0.212494701,0.735954285,0.027785495,15667,28970,35700,12660,14220,73210,84110,37000,137340,15590,13380,14780,27110,10110
15/11/2023,0.211976677,0.741147041,0.028171394,15281,29380,34750,12540,14160,72140,85290,37040,137340,15700,13640,14540,26980,10440
16/11/2023,0.214132756,0.740740716,0.028168222,15487.7998,30690,34620,12540,14160,71610,84550,37000,137340,15630,13340,14780,26990,10220
17/11/2023,0.214132756,0.742357433,0.028413126,15475,29920,34490,12630,14160,73640,83440,37000,136080,16030,13630,14920,27240,9720
18/11/2023,,,,,29880,34770,12600,14220,74180,85940,37000,136080,15760,13400,14670,26860,10110
19/11/2023,,,,,30020,34490,12540,14220,74870,83770,36870,135460,15830,13400,14670,26990,10220
20/11/2023,0.214132756,0.744307876,0.028485971,15399.40039,29350,33830,12540,14220,73370,85130,36760,135460,15620,13400,14780,27060,10340
21/11/2023,0.214477211,0.747624457,0.028447075,15382.09961,30040,33760,12660,14220,77380,89630,36870,134820,16340,13400,14800,27240,9990
22/11/2023,0.215053752,0.74753499,0.028475426,15501.2998,30860,33600,12660,14220,75930,91740,37140,135460,16010,13460,14910,27110,10220
23/11/2023,0.213880867,0.745117605,0.028378457,15612.7998,30380,33120,12600,14220,71990,90740,37140,136080,16070,13460,14850,27110,10110
24/11/2023,0.213835135,0.745934665,0.028349495,15495,30650,33890,12600,14220,74610,90040,37140,135460,16070,13400,14780,27110,10110
25/11/2023,,,,,29800,34550,12720,14340,77720,91670,37140,134720,16470,13400,14910,27430,9990
26/11/2023,,,,,29770,34480,12620,14250,76960,90540,36590,135520,16550,13470,14770,27420,9990
27/11/2023,0.213538319,0.746307611,0.028270148,15560,29770,34460,12620,14250,74120,90540,36250,135520,16550,13540,14910,27140,9990
28/11/2023,0.213583931,0.748329341,0.028576327,15466.5,30120,33860,12540,14220,75210,90910,36430,137340,16740,13660,14970,27120,10340
29/11/2023,0.214109853,0.751772344,0.028851703,15259,29800,34800,12660,14340,80920,93480,36430,137340,16870,13600,14900,27240,10110
30/11/2023,0.214109853,0.750508487,0.028733982,15407,29800,34800,12660,14340,83750,92510,36430,137340,16870,13600,14900,27240,10110
01/12/2023,0.214730516,0.74797672,0.028363163,15549.2998,29300,33730,12620,14180,84330,89730,35950,138420,16920,13320,14890,27280,10280
02/12/2023,,,,,30110,34290,12660,14340,82810,89720,36430,137340,16670,13660,14970,27120,10220
03/12/2023,,,,,29800,34090,12780,14340,83380,90940,36430,137340,16800,13770,15030,27120,10110
04/12/2023,0.214109853,0.750457764,0.028791063,15437.40039,29380,33760,12660,14340,84540,90470,36570,136080,16800,13410,14900,27240,10110
05/12/2023,0.214132756,0.747585297,0.02839699,15519.90039,30380,34140,12660,14340,87980,94750,36430,137340,16930,13600,15030,27120,9990
06/12/2023,0.214500204,0.746045947,0.028376844,15457,28460,33110,12660,14340,88720,95730,36460,136080,16930,13600,14900,27110,10110
07/12/2023,0.214293361,0.745361984,0.028411513,15480,30630,34550,12780,14280,87560,71510,36460,137340,16930,13830,15030,26740,10110
08/12/2023,0.214041099,0.746508181,0.028481914,15500,30380,34550,12720,14340,84580,71030,36460,136080,16930,13540,14660,26740,10110
09/12/2023,,,,,30630,33960,12720,14340,85850,93590,36230,136080,16520,13670,15100,27050,10110
10/12/2023,,,,,31080,34670,12720,14340,85890,96590,36170,135460,16930,13540,15160,26930,10110
11/12/2023,0.214477211,0.745539784,0.028199198,15560.2002,30740,34480,12830,14460,86850,68790,35120,134100,17070,13800,14920,26850,10120
12/12/2023,0.213675216,0.744141757,0.028026905,15647,30880,34530,12720,14340,79060,92960,36460,133580,16930,13540,15160,26860,9990
13/12/2023,0.213583931,0.745628715,0.02805049,15569,30740,35100,12720,14460,74090,90730,36690,133140,17080,13400,14740,26820,9980
14/12/2023,0.212879181,0.750311375,0.028500583,15275,31130,34760,12840,14450,74590,90540,36730,133580,16930,13610,15160,26860,10110
15/12/2023,0.214132756,0.752824962,0.028669724,15468,31130,34760,12840,14450,71820,89800,36730,133580,16930,13540,15280,27050,10110
16/12/2023,,,,,31600,34220,12840,14390,70380,87920,36730,134820,16520,13670,15210,26930,10110
17/12/2023,,,,,30590,33610,12840,14330,67720,87740,36730,133580,16520,13670,15150,26800,10220
18/12/2023,0.214132756,0.75006938,0.028610667,15282.7998,31400,34350,12750,14450,65280,87670,36280,134100,15320,13420,14890,26920,10120
19/12/2023,0.21315144,0.750688732,0.028620493,15454.40039,30650,34090,12890,14450,63420,83460,34570,134100,16620,13630,15110,26980,10250
20/12/2023,0.213583931,0.752841949,0.028710879,15455,32520,34780,12840,14450,61480,80780,34840,133580,16930,13670,14900,26990,10110
21/12/2023,0.21477662,0.750914276,0.028609848,15518,34020,34350,12750,14450,61180,81880,34030,134100,16920,13420,14750,26840,10120
22/12/2023,0.214915112,0.753863513,0.028830906,15440,34140,35010,12910,14450,61480,81980,35130,133580,16930,13670,14900,26740,10110
23/12/2023,,,,,33140,34340,12840,14390,61780,79750,35340,134820,16520,13790,15080,26860,10220
24/12/2023,,,,,32250,33930,12660,14390,64120,82400,35500,134820,16800,13790,14970,26740,10220
25/12/2023,0.214915112,0.75645256,0.029074838,15409.2002,32660,33990,12840,14390,63980,84720,35730,134820,16520,13980,15030,26620,10220
26/12/2023,0.216006055,0.754944921,0.028978787,15460,33210,33940,12840,14330,65220,83340,35150,136080,16800,13850,15150,26680,10220
27/12/2023,0.215703189,0.755914986,0.029009892,15400,33850,35740,12840,14330,62600,84930,33740,133580,16930,13740,15280,26740,10110
28/12/2023,0.216122761,0.757822633,0.029244041,15373,32960,34660,12750,14410,63320,81460,34650,134100,16850,13910,15320,26560,10250
29/12/2023,0.217155263,0.757690549,0.02916302,15425,34880,35280,12840,14330,63430,81510,35080,134820,16800,13800,15150,26610,10330
30/12/2023,,,,,34060,35280,12840,14330,62680,80690,35200,133580,16800,13800,15210,26740,10220
31/12/2023,,,,,34060,35280,12840,14330,61260,80240,35080,134820,16800,13860,15210,26620,10220
01/01/2024,0.217746317,0.758127153,0.029052878,15383.09961,34540,34950,12680,14310,59620,81210,34740,134820,16770,13700,14810,26420,10310
02/01/2024,0.217746317,0.757977664,0.029132435,15383,36250,36410,13130,14520,66520,86310,35440,134100,16920,13980,15470,26560,9990
03/01/2024,0.217344061,0.75395453,0.02923122,15498,35500,36990,12840,14450,70890,83610,34600,133580,16990,13670,15410,26310,10110
04/01/2024,0.217344061,0.752790987,0.029036006,15555,35860,36470,12840,14330,69260,84450,34610,132430,17120,13670,15410,26180,10110
05/01/2024,0.215842873,0.752224684,0.028994754,15511,35100,36360,12840,14450,69740,83450,34740,134210,16860,13670,15410,26000,10110
06/01/2024,,,,,34910,35790,12840,14390,64410,75900,35360,134210,16860,13790,15350,26120,10220
07/01/2024,,,,,34240,36200,12710,14330,64580,69460,35590,135460,16730,13970,15290,26120,10220
08/01/2024,0.214961305,0.752094567,0.02887086,15477.5,34970,36790,12750,14380,65520,63120,33730,134820,16990,13630,15200,25990,10120
09/01/2024,0.21510002,0.752637982,0.028620493,15495.5,34560,37180,12840,14450,65460,64020,35200,134840,16990,13790,15410,26120,10110
10/01/2024,0.215470821,0.751348674,0.028641805,15534.5,33060,37180,12840,14450,66600,60720,34840,135480,16990,13730,15410,26310,9870
11/01/2024,0.215470821,0.75142771,0.028560819,15555,33520,34950,13040,14600,64830,60420,36020,134120,16670,13980,15120,26560,10110
12/01/2024,0.2153548,0.752162516,0.028582046,15556.5,33070,36830,12820,14380,63420,59920,35150,134220,16850,13770,15470,25990,9850
13/01/2024,,,,,31220,36530,12840,14390,61170,58840,34840,132450,16870,13850,15410,25870,9870
14/01/2024,,,,,31320,36280,12840,14390,60510,61980,35200,133690,16470,13790,15410,25860,10100
15/01/2024,0.215308443,0.750801444,0.028614761,15503.2002,30050,36660,12910,14520,64210,58210,34840,132450,16870,13730,15360,25740,9870
16/01/2024,0.214270413,0.74965328,0.02860412,15546,30030,36540,12910,14430,62930,57390,35510,131140,16810,13910,14900,26780,9870
17/01/2024,0.215331614,0.74491781,0.028259762,15625,30150,36660,12780,14400,62300,58980,35760,132450,16470,13910,15410,26120,9990
18/01/2024,0.212089077,0.743837297,0.028109627,15624,30130,37010,13190,14780,60940,54130,35630,134390,16890,13860,15420,25770,10090
19/01/2024,0.212089077,0.744202673,0.028145229,15613.09961,27490,38090,13080,14680,58190,49760,35340,133270,16890,13760,15420,25770,9880
20/01/2024,,,,,28640,38520,13000,14530,59340,51380,36400,133820,16650,13970,15470,26170,10360
21/01/2024,,,,,28710,36480,13110,14380,59180,52310,35840,133700,16670,14070,15480,26280,10170
22/01/2024,0.212224111,0.746045947,0.028145229,15601,27940,37030,12980,14650,61680,49860,35610,133070,17000,13840,15560,26570,10090
23/01/2024,0.211685017,0.745017707,0.028106468,15655.5,28540,37340,13130,14670,67530,48620,36170,133590,16750,13930,15350,26990,10260
24/01/2024,0.211685017,0.745795608,0.028055999,15715,28810,37110,13200,14710,67330,49120,36400,134360,16750,14090,15390,26990,10260
25/01/2024,0.211573049,0.74645251,0.028003361,15714.5,27510,38030,13200,14670,64400,48860,36010,133590,17040,14170,15220,27070,9950
26/01/2024,0.211461186,0.746107221,0.027987685,15808,27920,37110,13160,14670,63450,52670,36380,134360,16790,14090,15180,26990,10110
27/01/2024,,,,,27300,37650,13190,14730,62820,49250,36490,134260,17040,14200,15250,26820,9940
28/01/2024,,,,,28250,37370,13250,14640,59870,48780,35950,134260,16750,14290,15300,26860,9870
29/01/2024,0.211640209,0.74516201,0.028087521,15767.59961,27400,36620,13250,14770,62490,49310,35670,133790,16790,14170,15180,26840,10090
30/01/2024,0.211327136,0.746474743,0.028224668,15828,26650,37670,13280,14950,61880,48360,36590,134950,17040,14160,15180,26860,10040
31/01/2024,0.211617813,0.746658683,0.028287742,15785,26410,37310,13310,14920,60520,49550,36320,133790,17040,14210,15430,26960,10030
01/02/2024,0.211550653,0.746040404,0.028130187,15769,26890,36950,13160,14770,59810,50170,36460,133790,16790,14210,15240,26920,10090
02/02/2024,0.211613357,0.748178184,0.028330216,15726,27020,37430,13310,14920,61430,50070,36320,134180,16830,14320,15070,26960,10090
03/02/2024,,,,,27360,36560,13220,14750,62120,47970,35680,133700,16820,14350,15420,27040,9880
04/02/2024,,,,,27500,36670,13590,15040,64770,49260,35650,131650,16700,14150,15570,27000,10070
05/02/2024,0.212089077,0.744330049,0.028109627,15727.2002,29790,37130,13420,14740,67430,49950,36970,134070,17010,14820,15330,27050,10450
06/02/2024,0.210623875,0.74238497,0.027964206,15711.5,28200,37400,13810,15250,68140,47370,35660,133580,17040,14350,15530,27040,9870
07/02/2024,0.209951714,0.744235873,0.028129395,15733,28810,36680,13870,15280,64100,48470,36900,133790,16860,14170,15290,27300,10240
08/02/2024,0.210128188,0.744457483,0.028183306,15647,28830,36900,13980,15220,65050,48440,36980,133280,16740,14410,15270,27240,10200
09/02/2024,0.209753543,0.742495239,0.027909571,15660.2998,29080,36260,14180,15260,65400,48180,36220,134490,16750,14540,15700,27090,10010
10/02/2024,,,,,29740,34900,13910,15140,62550,52150,36850,135290,16240,14190,15010,27200,10150
11/02/2024,,,,,29370,36560,13890,15240,67090,52310,36130,134940,16770,14410,15730,27290,9940
12/02/2024,0.209973767,0.743394911,0.027876895,15598,30410,37130,14250,15330,69800,55570,36420,134040,17040,14580,15760,27590,9840
13/02/2024,0.209973767,0.743627131,0.027877674,15579.5,30000,36260,14540,15530,69460,53890,37310,133030,17110,14410,15710,27570,10130
14/02/2024,0.209907636,0.740159571,0.02773002,15661.5,29270,36400,14500,15940,68080,55060,36930,133030,16860,14380,15880,27500,10420
15/02/2024,0.209073797,0.74197191,0.027735405,15553.09961,29860,36790,14900,16290,73990,65480,37230,133410,17110,14290,15630,27830,10130
16/02/2024,0.209292591,0.743185043,0.027746947,15672,31070,35940,14840,16170,77410,72200,36660,132860,16890,14510,15590,28190,10220
17/02/2024,,,,,30530,36440,14540,16100,79490,77740,36370,134490,16460,14560,15620,28260,9920
18/02/2024,,,,,30930,36440,14590,16140,77120,75870,36830,134490,16760,14560,15620,28300,9760
19/02/2024,0.209314495,0.743317604,0.027820282,15628.59961,30450,35640,14720,16270,77970,70540,35670,134180,16870,14320,15440,28330,10230
20/02/2024,0.209008247,0.742765427,0.027685493,15634,29840,36410,14870,16380,79520,73200,36660,133700,17130,14340,15560,28570,10060
21/02/2024,0.208494052,0.74423033,0.027793219,15661,31420,35800,14730,16160,77870,71110,36780,133700,16910,14390,15590,28570,10140
22/02/2024,0.208659366,0.744097471,0.027901007,15642,31480,36530,14680,16450,80800,71550,37250,133030,16870,14470,15700,28680,10200
23/02/2024,0.209424078,0.744989932,0.027831895,15588,29420,36040,14620,16130,76920,71880,35900,133440,16730,14220,15630,28390,9910
24/02/2024,,,,,31690,35650,14980,16350,79990,73360,37260,133410,16870,14470,15700,28830,10200
25/02/2024,,,,,31370,36410,14890,16490,78630,72000,37540,134110,16860,14290,15520,29320,10150
26/02/2024,0.209511846,0.744418681,0.027826473,15586.09961,31380,35690,15010,16320,81610,62520,36940,132210,17120,14350,15600,29760,10030
27/02/2024,0.209424078,0.74389261,0.02783112,15638.5,31050,35330,14900,16560,78770,73430,37500,133790,16870,14550,15670,29600,10140
28/02/2024,0.210084021,0.744091928,0.027870679,15653,29990,35840,15080,16360,77050,71970,36780,133410,17120,13880,15720,29670,10230
29/02/2024,0.209797546,0.742964089,0.027813317,15712.2002,29920,36060,15000,16710,72790,69720,37380,132590,17120,14390,15600,30530,10380
01/03/2024,0.210881487,0.742986202,0.027909571,15704,30450,36300,14990,16690,71780,70230,37560,133410,17120,14430,15740,30460,10140
02/03/2024,,,,,30400,36120,14680,16270,69520,66980,36700,133440,17060,14570,15980,30290,9880
03/03/2024,,,,,30500,36530,14680,16260,69330,68600,36890,134490,16810,14650,15790,30270,10060
04/03/2024,0.210837021,0.744152844,0.027935302,15691.90039,29850,36350,14710,16740,67940,65100,37420,132200,17170,14630,15530,30550,10480
05/03/2024,0.211819515,0.744391024,0.028010421,15766,29830,36310,14630,16420,69520,68190,38040,133410,17040,14390,15740,30460,10250
06/03/2024,0.211304799,0.74462384,0.027950918,15751.5,29350,36840,14590,16380,68110,69350,38780,133800,17120,14070,15890,30680,10450
07/03/2024,0.211416483,0.74715519,0.028100148,15668,29720,36960,14700,16400,67080,68180,39230,134480,16930,14440,15660,30660,10290
08/03/2024,0.211416483,0.750215709,0.028175363,15621,30220,36530,14530,16290,67220,69250,39950,134090,16930,14590,15770,30810,10260
09/03/2024,,,,,30580,37690,14820,16020,67710,66120,38790,135830,16810,14880,15980,30650,10070
10/03/2024,,,,,29750,37100,14450,16080,67430,66740,39110,134830,16720,14750,15750,31810,10190
11/03/2024,0.213583931,0.751151145,0.028250184,15536.2998,30320,37630,14620,16170,68460,66900,40040,135250,16870,14680,15760,30940,10280
12/03/2024,0.213629559,0.751783609,0.028256571,15518,30320,36820,14600,16340,71350,65340,40150,134840,16930,14630,15780,30750,10340
13/03/2024,0.21389918,0.750570476,0.027988469,15546,30140,37270,14530,16320,77870,71080,39760,134840,17140,14510,15900,30880,10250
14/03/2024,0.213401631,0.750824034,0.028079635,15574,30310,37130,14400,16280,73550,70120,39680,134840,16970,14580,15660,30880,10280
15/03/2024,0.213401631,0.748334944,0.027964206,15630,30510,38660,14270,16300,75700,69010,40070,135230,17990,14670,15820,30880,10210
16/03/2024,,,,,30160,38170,14240,16010,70260,66560,39210,136330,16750,14720,15720,30950,10170
17/03/2024,,,,,30880,37680,14350,16290,61360,60610,38830,134830,16770,14790,15790,30990,10080
18/03/2024,0.212675452,0.747322738,0.027855152,15639.2998,31420,38350,14310,16280,61550,58820,39290,136390,17140,14710,15820,31310,10330
19/03/2024,0.212044105,0.746720016,0.027800944,15743,30640,38690,14080,16210,54980,54170,39680,135610,17140,14670,15710,31140,10330
20/03/2024,0.211416483,0.744928896,0.027739251,15718,30370,38600,14280,16210,54160,54500,39120,135610,17140,14670,15820,31070,10330
21/03/2024,0.211037248,0.746831596,0.027841968,15687,32640,38640,14200,16090,50010,51780,39200,138260,17140,14770,15820,31140,10330
22/03/2024,0.212210611,0.744546235,0.027555041,15723.5,29990,39560,14200,16090,49160,53340,39430,138260,17140,14800,15890,31070,10330
23/03/2024,,,,,28820,38950,14010,16100,48550,52560,39080,136680,16810,15060,15290,31370,10800
24/03/2024,,,,,29380,38980,14250,15900,45520,44890,39200,135740,16830,14820,15790,30890,10160
25/03/2024,0.211193234,0.741026163,0.027518643,15802.59961,30350,38630,13960,16020,42500,46300,38970,136090,16920,14950,15480,30980,10430
26/03/2024,0.211774662,0.743024886,0.027517887,15784,30550,39590,13970,15910,42380,45780,39530,135610,16850,14730,15700,30350,10360
27/03/2024,0.211909309,0.743339658,0.027540622,15828,30710,39870,13860,16230,39690,41690,39130,134420,16770,14620,15710,29880,10620
28/03/2024,0.211394131,0.741449296,0.027472526,15877,31840,39980,13890,16110,40000,43540,39120,135610,16930,14550,15740,29740,10480
29/03/2024,0.211394131,0.740845025,0.027502749,15877,31720,40030,13730,15870,36560,39020,38670,135650,17070,14960,16070,29470,10070
30/03/2024,,,,,32170,39610,13710,15890,41190,42680,39610,135340,16790,14850,15710,29350,10190
31/03/2024,,,,,31690,38590,13740,15890,41310,42300,38500,136890,16750,15280,15840,29410,10170
01/04/2024,0.211774662,0.742010415,0.027470263,15848,32800,39160,13670,15770,39530,41380,39120,136750,16930,14630,15780,29170,10400
02/04/2024,0.211550653,0.73934418,0.027329871,15945.7998,33630,39480,13730,15830,40900,42790,39660,136900,16840,14870,15760,29090,10130
03/04/2024,0.210437715,0.740000784,0.027343323,15955,34090,38500,13450,15720,39730,41360,39590,137840,17230,15010,15820,28920,10230
04/04/2024,0.210415572,0.741900265,0.027335847,15936,39390,40110,13210,15680,40070,41450,39720,137990,17050,14940,16020,29050,10360
05/04/2024,0.21110408,0.741586745,0.027264299,15904.5,40300,40750,13300,15570,42560,40100,39250,141790,17290,15210,16260,28540,10200
06/04/2024,,,,,41390,39900,13790,15840,45620,43150,40350,139660,17030,15020,16260,30080,10230
07/04/2024,,,,,45490,38950,13910,15840,53110,54120,40060,143030,17030,14700,16120,28270,10270
08/04/2024,0.210748166,0.741399765,0.027277688,15881,47590,38220,13700,15490,54130,52190,39420,146040,16820,14910,16180,28540,10250
09/04/2024,0.210526317,0.74220866,0.027255384,15918,48180,40660,13570,15300,52400,53590,42140,150290,16800,15150,16090,28590,10460
10/04/2024,0.210725948,0.743643701,0.02752546,15892.2998,,,,,,,,,,,,,
11/04/2024,0.210725948,0.73857969,0.027233856,15998.2002,,,,,,,,,,,,,
12/04/2024,0.210725948,0.739202082,0.027464228,16007,49660,40300,13620,15820,51130,49730,42250,145930,17290,14840,16410,28980,10100
13/04/2024,,,,,52010,38590,13830,15860,47500,45480,42160,139280,16730,15210,16150,29620,10340
14/04/2024,,,,,51560,41270,13680,15840,44720,44980,40430,137370,16970,15120,16510,29080,10270
15/04/2024,0.209753543,0.735402286,0.027307482,16111,56120,40820,13300,15200,42190,43780,39480,138210,16970,15160,16030,29090,10300
16/04/2024,0.209358305,0.733686447,0.027203484,16075,56910,41140,13490,15410,38230,38370,40220,138010,17350,14990,16420,28440,10330
17/04/2024,0.209446013,0.73281014,0.027273223,16312.2002,59950,41730,13270,15520,36880,39810,40150,141690,18180,15220,16180,28370,10480
18/04/2024,0.208746463,0.735148132,0.027196083,16246,61590,41410,13420,15660,37860,39600,39650,138610,17460,15170,16630,28390,10440
19/04/2024,0.209095672,0.734214425,0.027176866,16220,61320,40850,13140,15360,36540,39160,39180,138580,17540,15120,16640,28730,10360
20/04/2024,,,,,59080,39590,12970,15080,37940,39580,38870,137610,17110,15370,16560,28520,10090
21/04/2024,,,,,62210,41230,13180,15040,39520,41270,38560,137850,17210,15250,16620,28580,10270
22/04/2024,0.209161252,0.734591961,0.027122322,16210.2998,62130,40260,13240,15450,37540,40200,39390,138310,17540,14990,16780,28060,10480
23/04/2024,0.209402159,0.734235942,0.026977446,16246,59830,41410,13300,15360,39090,39960,38290,136540,17390,15080,16640,28150,10230
24/04/2024,0.209314495,0.735077918,0.02710982,16140.2002,61150,41450,13300,15240,38950,41150,38410,138180,18010,15210,16920,27740,10390
25/04/2024,0.209380239,0.734645903,0.026997112,16220,61440,41810,13250,15060,42280,41100,38040,137820,17920,15140,17000,27750,10520
26/04/2024,0.209424078,0.735781014,0.027021915,16202,60190,41360,12910,15090,42310,41140,37360,137390,17800,15010,16870,27910,10230
27/04/2024,,,,,61380,40250,12760,14970,37400,39420,37640,137370,18010,15380,16620,28000,10180
28/04/2024,,,,,61380,40250,12720,14830,50770,39530,37540,138320,18160,15380,16910,28000,10280
29/04/2024,0.209863588,0.734521747,0.027040184,16203,58980,40400,12650,15020,48470,37840,36710,137150,18160,15190,16820,28060,10250
30/04/2024,0.209951714,0.735261679,0.027027758,16246,58330,40390,12990,14840,56630,41540,37370,134490,18060,15350,16830,28310,10390
01/05/2024,0.209863588,0.732488036,0.026899075,16273,55100,40080,12690,15190,56090,42700,36240,134440,17790,14880,16950,28150,10270
02/05/2024,0.209643602,0.735310376,0.027053349,16190.40039,55580,40210,12720,15150,56190,39660,36390,134490,18130,14890,17330,28490,10170
03/05/2024,0.210437715,0.738699734,0.027173914,16097,55100,40600,12180,14630,56760,39580,36360,134920,18320,15180,17240,28820,10350
04/05/2024,,,,,54530,40540,12810,14970,55770,37360,36430,135950,18360,15230,17220,29340,10280
05/05/2024,,,,,53200,40450,12700,14780,57840,35750,37220,135950,18420,15010,16850,29530,10370
06/05/2024,0.211081788,0.7402637,0.027233114,16077,49950,40780,12530,14630,54850,38930,37620,135700,17960,15050,16720,29520,10440
07/05/2024,0.21110408,0.73983103,0.027210884,16034,50690,41250,12370,14750,51400,39000,38040,135760,17960,15130,16990,29450,10420
08/05/2024,0.211170956,0.738334298,0.027070927,16073,51170,40920,12560,14420,51470,37960,37850,135930,18380,15170,16910,29530,10500
09/05/2024,0.210970476,0.73774606,0.027087059,16074,48930,40440,12410,14370,50400,36520,37970,136420,18090,15380,16910,29540,10370
10/05/2024,0.211394131,0.739754438,0.027247956,16030,49540,40840,12370,14470,46710,35310,37870,135380,18530,14920,17110,29530,10170
11/05/2024,,,,,48460,39300,12430,14230,49060,36170,37860,136420,17990,14910,16610,29490,10370
12/05/2024,,,,,48130,40790,12280,14430,46690,36320,37690,135830,18080,14870,16740,29400,10250
13/05/2024,0.211126372,0.738443375,0.027181299,16038,46490,40800,12520,14660,46690,35890,38440,135700,18330,14970,16660,29600,10290
14/05/2024,0.21143885,0.739371538,0.027191646,16121,47780,41050,12750,14550,42440,34940,38560,136190,18400,15100,16530,29780,10390
15/05/2024,0.21220158,0.739634037,0.027354542,16102,48890,40720,12340,14550,43040,34400,36910,135350,18400,14970,16720,29820,10310
16/05/2024,0.212562427,0.744291306,0.0275786,15914,47530,41450,12840,14510,43480,35650,38460,136190,18070,15000,16450,29700,10310
17/05/2024,0.213538319,0.743052423,0.027631944,15930.7998,48210,41060,12470,14770,40860,34430,38640,135770,18610,14760,16590,29950,10310
18/05/2024,,,,,47290,41560,12360,14470,41390,33960,38760,135420,18430,14760,16820,29690,10370
19/05/2024,,,,,47710,40790,12380,14430,42900,33180,37430,135830,18390,14780,16610,29540,10180
20/05/2024,0.213447168,0.743588388,0.027685493,15958,49160,40590,12330,14510,45340,35240,38150,135380,18440,14870,16650,29630,10170
21/05/2024,0.213606745,0.742203176,0.027681662,16031,49250,40790,12470,14590,42820,33600,36780,135320,18520,14890,16700,29450,10250
22/05/2024,0.213219613,0.742269278,0.02750729,16005,47780,41130,12500,14710,44670,35370,37860,135350,18000,14800,16580,29410,10390
23/05/2024,0.213219613,0.740795612,0.027404767,16040.7002,46360,40670,12260,14470,46190,36080,37340,135420,17900,14760,16810,29340,10200
24/05/2024,0.212675452,0.739765286,0.027298536,16095,45420,40630,12680,14190,48350,38660,38360,136940,17940,14970,16770,29340,10370
25/05/2024,,,,,46010,40080,12470,14610,45250,35430,38230,136290,18260,14690,16700,29400,10340
26/05/2024,,,,,47950,40570,12410,14510,44480,36350,38050,135830,18080,14780,16700,29220,10180
27/05/2024,0.212359309,0.7409603,0.027292578,16038,47600,40520,12300,14460,44780,35920,38040,135350,18320,14800,16590,29160,10230
28/05/2024,0.213015229,0.741526186,0.027359782,16071,48040,40900,12920,14400,52060,39160,38550,136380,18410,15040,17020,29280,10120
29/05/2024,0.21316053,0.741619706,0.027342573,16117,48180,41050,12500,14730,51700,36210,37880,136090,17690,14810,16850,29030,10290
30/05/2024,0.212630227,0.739639521,0.02718869,16232.09961,46740,40610,12270,14590,50390,34890,38200,136600,18320,14890,17030,28950,10230
